tau,s_tmp,cash,delta,pv,r,q,PL,cash,asset,debt,PL,,,
772,136.077,-0.0122049,0.00328891,0.447429,0.0141619,0.0274264,-0.0120884,-0.0122039,0.447545006,-0.447429,-1.2088%,,,
773,133.848,-0.0121586,0.00328881,0.440131,0.0141586,0.0274386,-0.0120893,-0.0121579,0.440200641,-0.440131,-1.2088%,,,
774,136.314,-0.0122012,0.00328937,0.448275,0.0141553,0.0274508,-0.0120899,-0.0122010,0.448387182,-0.448275,-1.2089%,,,
775,138.143,-0.0122285,0.00328981,0.454326,0.0141521,0.0274629,-0.0120903,-0.0122280,0.454464223,-0.454326,-1.2090%,,,
776,136.253,-0.0121972,0.00328982,0.448142,0.0141488,0.0274751,-0.012091,-0.0121961,0.448247844,-0.448142,-1.2090%,,,
777,137.618,-0.0122234,0.00329026,0.452667,0.0141455,0.0274872,-0.0120914,-0.0122231,0.452799001,-0.452667,-1.2091%,,,
778,136.307,-0.0121932,0.00329028,0.448387,0.0141422,0.0274994,-0.0120919,-0.0121925,0.448488196,-0.448387,-1.2091%,,,
779,138.452,-0.0122186,0.00329071,0.455479,0.0141389,0.0275116,-0.0120924,-0.0122181,0.455605381,-0.455479,-1.2092%,,,
780,137.801,-0.012216,0.00329093,0.453371,0.0141356,0.0275237,-0.0120928,-0.0122147,0.453493445,-0.453371,-1.2092%,,,
781,140.254,-0.0122459,0.00329115,0.461445,0.0141323,0.000786308,-0.0120934,-0.0122451,0.461596952,-0.461445,-1.2093%,,,
782,141.551,-0.0122818,0.00329141,0.465714,0.014129,0.000730054,-0.0120939,-0.0122814,0.465902377,-0.465714,-1.2093%,,,
783,144.023,-0.012383,0.00329211,0.473852,0.0141258,0.000673799,-0.0120949,-0.0123818,0.474139559,-0.473852,-1.2094%,,,
784,142.538,-0.0123208,0.00329168,0.468964,0.0141225,0.000617544,-0.0120955,-0.0123202,0.469189484,-0.468964,-1.2095%,,,
785,141.784,-0.0122707,0.00329133,0.466483,0.0141192,0.00056129,-0.0120958,-0.0122704,0.466657933,-0.466483,-1.2095%,,,
786,140.373,-0.0122309,0.00329105,0.461839,0.0141159,0.000505035,-0.0120962,-0.0122309,0.461974562,-0.461839,-1.2095%,,,
787,139.849,-0.0122278,0.00329102,0.460115,0.0141126,0.000448781,-0.0120964,-0.0122266,0.460245856,-0.460115,-1.2096%,,,
788,141.404,-0.0122594,0.00329125,0.465233,0.0141093,0.000392526,-0.0120969,-0.0122591,0.465395915,-0.465233,-1.2096%,,,
789,140.385,-0.012222,0.00329098,0.46188,0.014106,0.000336272,-0.0120973,-0.0122212,0.462004227,-0.46188,-1.2097%,,,
790,139.898,-0.0122191,0.00329096,0.460277,0.0141027,0.000280017,-0.0120975,-0.0122186,0.460398722,-0.460277,-1.2097%,,,
791,141.829,-0.0122488,0.00329117,0.466632,0.0140995,0.000223763,-0.0120982,-0.0122485,0.46678335,-0.466632,-1.2097%,,,
792,141.624,-0.0122453,0.00329114,0.465958,0.0140962,0.000167508,-0.0120984,-0.0122445,0.466104411,-0.465958,-1.2098%,,,
793,140.942,-0.0122419,0.00329111,0.463713,0.0140929,0.000111253,-0.0120987,-0.0122406,0.463855626,-0.463713,-1.2098%,,,
794,141.11,-0.0122385,0.00329109,0.464266,0.0140896,5.50E-05,-0.0120989,-0.0122382,0.46440571,-0.464266,-1.2099%,,,
795,142.006,-0.0122717,0.00329132,0.467214,0.0140863,-1.26E-06,-0.0120993,-0.0122714,0.467387188,-0.467214,-1.2098%,,,
796,142.273,-0.0122677,0.00329129,0.468093,0.014083,-5.75E-05,-0.0120995,-0.0122676,0.468261702,-0.468093,-1.2099%,,,
797,141.62,-0.0122289,0.00329101,0.465944,0.0140797,-0.000113765,-0.0120999,-0.0122286,0.466072836,-0.465944,-1.2100%,,,
798,141.28,-0.0122258,0.00329098,0.464824,0.0140764,-0.000170019,-0.0121002,-0.0122251,0.464949654,-0.464824,-1.2099%,,,
799,142.38,-0.0122562,0.00329119,0.468444,0.0140732,-0.000226274,-0.0121006,-0.0122557,0.468599632,-0.468444,-1.2100%,,,
800,139.921,-0.0121943,0.00329074,0.460351,0.0140699,-0.000282528,-0.0121015,-0.0121936,0.460443632,-0.460351,-1.2101%,,,
801,141.207,-0.0122177,0.0032909,0.464582,0.0140666,-0.000338783,-0.012102,-0.0122171,0.464698116,-0.464582,-1.2101%,,,
802,140.041,-0.0121901,0.0032907,0.460745,0.0140633,-0.000395038,-0.0121024,-0.0121900,0.460832919,-0.460745,-1.2102%,,,
803,141.226,-0.0122124,0.00329085,0.464644,0.01406,-0.000451292,-0.0121028,-0.0122123,0.464753582,-0.464644,-1.2103%,,,
804,140.501,-0.0122097,0.00329082,0.462257,0.0140567,-0.000507547,-0.0121032,-0.0122092,0.462363501,-0.462257,-1.2103%,,,
805,141.928,-0.012236,0.003291,0.466952,0.0140534,-0.000563801,-0.0121036,-0.0122359,0.467085048,-0.466952,-1.2103%,,,
806,142.956,-0.0122327,0.00329096,0.470334,0.0140501,-0.000620056,-0.0121038,-0.0122314,0.470462478,-0.470334,-1.2103%,,,
807,144.2,-0.012264,0.00329117,0.474427,0.0140468,-0.00067631,-0.0121042,-0.0122631,0.474586714,-0.474427,-1.2103%,,,
808,142.018,-0.0122269,0.0032909,0.467245,0.0140436,-0.000732565,-0.012105,-0.0122261,0.467367036,-0.467245,-1.2104%,,,
809,141.548,-0.0121977,0.00329068,0.465697,0.0140403,-0.000788819,-0.0121053,-0.0121965,0.465789173,-0.465697,-1.2104%,,,
810,140.025,-0.0121751,0.00329051,0.460685,0.014037,-0.000845074,-0.0121058,-0.0121742,0.460753663,-0.460685,-1.2106%,,,
811,140.51,-0.0121932,0.00329064,0.462281,0.0140337,0.000733532,-0.0121062,-0.0121920,0.462367826,-0.462281,-1.2105%,,,
812,140.301,-0.0121717,0.00329049,0.461594,0.0140304,0.000681304,-0.0121066,-0.0121706,0.461659037,-0.461594,-1.2106%,,,
813,141.719,-0.0121891,0.00329062,0.466261,0.0140271,0.000629077,-0.0121071,-0.0121887,0.466343376,-0.466261,-1.2106%,,,
814,141.931,-0.0122101,0.00329077,0.466959,0.0140238,0.000576849,-0.0121074,-0.0122097,0.467062277,-0.466959,-1.2106%,,,
815,142.857,-0.0122074,0.00329075,0.470007,0.0140205,0.000524621,-0.0121077,-0.0122066,0.470106673,-0.470007,-1.2107%,,,
816,141.259,-0.0121831,0.00329058,0.464749,0.0140173,0.000472393,-0.0121082,-0.0121825,0.46482404,-0.464749,-1.2107%,,,
817,140.392,-0.0121643,0.00329045,0.461897,0.014014,0.000420165,-0.0121086,-0.0121642,0.461952856,-0.461897,-1.2108%,,,
818,139.368,-0.0121629,0.00329044,0.458528,0.0140107,0.000367938,-0.012109,-0.0121628,0.458582042,-0.458528,-1.2109%,,,
819,138.254,-0.0121492,0.00329034,0.454862,0.0140074,0.00031571,-0.0121094,-0.0121490,0.454902666,-0.454862,-1.2108%,,,
820,135.892,-0.0121318,0.00329021,0.447091,0.0140041,0.000263482,-0.01211,-0.0121315,0.447113217,-0.447091,-1.2109%,,,
821,135.67,-0.0121314,0.0032902,0.446361,0.0140008,0.000211254,-0.0121104,-0.0121303,0.446381434,-0.446361,-1.2110%,,,
822,137.539,-0.0121469,0.00329031,0.452511,0.0139975,0.000159026,-0.012111,-0.0121457,0.452545947,-0.452511,-1.2111%,,,
823,135.863,-0.0121311,0.00329019,0.446996,0.0139942,0.000106799,-0.0121115,-0.0121298,0.447015084,-0.446996,-1.2111%,,,
824,137.961,-0.0121457,0.0032903,0.453899,0.013991,5.46E-05,-0.012112,-0.0121454,0.453933078,-0.453899,-1.2111%,,,
825,137.196,-0.0121369,0.00329023,0.451382,0.0139877,2.34E-06,-0.0121125,-0.0121362,0.451406395,-0.451382,-1.2112%,,,
826,138.512,-0.0121445,0.00329028,0.455712,0.0139844,-4.99E-05,-0.012113,-0.0121437,0.455743263,-0.455712,-1.2112%,,,
827,137.499,-0.0121438,0.00329027,0.452379,0.0139811,-0.000102113,-0.0121134,-0.0121429,0.452408835,-0.452379,-1.2113%,,,
828,137.539,-0.0121433,0.00329026,0.45251,0.0139778,-0.00015434,-0.0121138,-0.0121422,0.45253907,-0.45251,-1.2113%,,,
829,135.696,-0.0121302,0.00329016,0.446446,0.0139745,-0.000206568,-0.0121144,-0.0121293,0.446461551,-0.446446,-1.2114%,,,
830,136.414,-0.0121353,0.00329019,0.448808,0.0139712,-0.000258796,-0.0121148,-0.0121342,0.448827979,-0.448808,-1.2114%,,,
831,138.189,-0.0121418,0.00329023,0.454648,0.0139679,-0.000311024,-0.0121153,-0.0121406,0.454673593,-0.454648,-1.2115%,,,
832,137.029,-0.0121348,0.00329018,0.450831,0.0139647,-0.000363252,-0.0121157,-0.0121346,0.450850075,-0.450831,-1.2116%,,,
833,136.724,-0.0121346,0.00329017,0.449826,0.0139614,-0.000415479,-0.0121162,-0.0121342,0.449845203,-0.449826,-1.2115%,,,
834,137.001,-0.0121344,0.00329016,0.450737,0.0139581,-0.000467707,-0.0121166,-0.0121339,0.45075521,-0.450737,-1.2116%,,,
835,138.121,-0.0121401,0.00329019,0.454422,0.0139548,-0.000519935,-0.0121171,-0.0121392,0.454444333,-0.454422,-1.2117%,,,
836,138.436,-0.0121397,0.00329018,0.455457,0.0139515,-0.000572163,-0.0121175,-0.0121390,0.455479358,-0.455457,-1.2117%,,,
837,137.702,-0.0121393,0.00329017,0.453041,0.0139482,-0.000624391,-0.0121179,-0.0121388,0.453062989,-0.453041,-1.2117%,,,
838,136.792,-0.0121337,0.00329012,0.450047,0.0139449,-0.000676618,-0.0121184,-0.0121333,0.450062095,-0.450047,-1.2118%,,,
839,134.913,-0.0121297,0.00329008,0.443864,0.0139416,-0.000728846,-0.0121189,-0.0121292,0.443874563,-0.443864,-1.2119%,,,
840,134.437,-0.0121269,0.00329005,0.442297,0.0139384,-0.000781074,-0.0121193,-0.0121266,0.442304452,-0.442297,-1.2119%,,,
841,134.242,-0.0121271,0.00329183,0.441894,0.0139351,0.197821,-0.0121197,-0.0121266,0.441901843,-0.441894,-1.2119%,,,
842,135.951,-0.01213,0.00329364,0.447763,0.0139318,0.198241,-0.0121201,-0.0121300,0.447773652,-0.447763,-1.2119%,,,
843,135.141,-0.0121302,0.00329543,0.445338,0.0139285,0.198661,-0.0121205,-0.0121300,0.445347706,-0.445338,-1.2120%,,,
844,133.591,-0.0121277,0.0032972,0.44047,0.0139252,0.19908,-0.0121209,-0.0121268,0.440476245,-0.44047,-1.2121%,,,
845,131.169,-0.0121247,0.00329898,0.43272,0.0139219,0.1995,-0.0121213,-0.0121243,0.432723908,-0.43272,-1.2120%,,,
846,131.487,-0.012125,0.00330079,0.434007,0.0139186,0.199919,-0.0121217,-0.0121251,0.434010975,-0.434007,-1.2121%,,,
847,128.326,-0.0121237,0.00330258,0.423806,0.0139153,0.200339,-0.0121221,-0.0121227,0.423806881,-0.423806,-1.2122%,,,
848,128.231,-0.0121241,0.0033044,0.423725,0.0139121,0.200759,-0.0121225,-0.0121235,0.423726516,-0.423725,-1.2122%,,,
849,128.433,-0.0121244,0.00330622,0.424626,0.0139088,0.201178,-0.0121229,-0.0121237,0.424627753,-0.424626,-1.2122%,,,
850,128.135,-0.0121248,0.00330805,0.423875,0.0139055,0.201598,-0.0121233,-0.0121246,0.423876987,-0.423875,-1.2123%,,,
851,126.082,-0.0121247,0.00330987,0.417314,0.0139022,0.202018,-0.0121237,-0.0121237,0.417315029,-0.417314,-1.2123%,,,
852,124.003,-0.0121246,0.0033117,0.410661,0.0138989,0.202437,-0.0121241,-0.0121233,0.410660735,-0.410661,-1.2124%,,,
853,126.349,-0.0121254,0.00331355,0.418663,0.0138956,0.202857,-0.0121245,-0.0121249,0.418663729,-0.418663,-1.2124%,,,
854,126.165,-0.0121258,0.00331539,0.418286,0.0138923,0.203277,-0.0121249,-0.0121247,0.418286179,-0.418286,-1.2124%,,,
855,125.267,-0.0121259,0.00331724,0.41554,0.013889,0.203696,-0.0121253,-0.0121250,0.415540703,-0.41554,-1.2124%,,,
856,123.794,-0.0121261,0.0033191,0.410884,0.0138858,0.204116,-0.0121257,-0.0121260,0.410884665,-0.410884,-1.2125%,,,
857,123.434,-0.0121265,0.00332096,0.409918,0.0138825,0.204535,-0.0121261,-0.0121264,0.409919377,-0.409918,-1.2125%,,,
858,124.851,-0.012127,0.00332282,0.414857,0.0138792,0.204955,-0.0121265,-0.0121262,0.4148574,-0.414857,-1.2126%,,,
859,123.622,-0.0121272,0.00332469,0.411004,0.0138759,0.205375,-0.0121269,-0.0121267,0.411004827,-0.411004,-1.2126%,,,
860,122.815,-0.0121276,0.00332656,0.408552,0.0138726,0.205794,-0.0121273,-0.0121265,0.408551466,-0.408552,-1.2127%,,,
861,123.21,-0.012128,0.00332844,0.410097,0.0138693,0.206214,-0.0121277,-0.0121270,0.410097092,-0.410097,-1.2127%,,,
862,124.601,-0.0121285,0.00333033,0.414962,0.013866,0.206634,-0.0121281,-0.0121281,0.414962448,-0.414962,-1.2128%,,,
863,125.373,-0.0121289,0.00333222,0.41777,0.0138627,0.207053,-0.0121285,-0.0121286,0.417770418,-0.41777,-1.2128%,,,
864,126.151,-0.0121295,0.00333411,0.420601,0.0138595,0.207473,-0.0121289,-0.0121285,0.420601311,-0.420601,-1.2128%,,,
865,124.759,-0.0121297,0.00333601,0.416197,0.0138562,0.207893,-0.0121293,-0.0121290,0.416197272,-0.416197,-1.2129%,,,
866,123.286,-0.0121299,0.00333791,0.411518,0.0138529,0.208312,-0.0121297,-0.0121289,0.411517572,-0.411518,-1.2129%,,,
867,125.588,-0.0121306,0.00333982,0.419441,0.0138496,0.208732,-0.0121301,-0.0121294,0.419441314,-0.419441,-1.2129%,,,
868,124.605,-0.0121308,0.00334174,0.416397,0.0138463,0.209151,-0.0121304,-0.0121306,0.416397513,-0.416397,-1.2130%,,,
869,124.538,-0.0121312,0.00334366,0.416412,0.013843,0.209571,-0.0121308,-0.0121311,0.416412729,-0.416412,-1.2130%,,,
870,124.486,-0.0121316,0.00334366,0.416239,0.0138397,0.000913407,-0.0121313,-0.0121306,0.416238859,-0.416239,-1.2131%,,,
871,122.941,-0.012132,0.00334367,0.411074,0.0138364,0.000852405,-0.0121318,-0.0121313,0.411074133,-0.411074,-1.2131%,,,
872,121.801,-0.0121323,0.00334368,0.407263,0.0138332,0.000791404,-0.0121322,-0.0121321,0.407263568,-0.407263,-1.2132%,,,
873,119.739,-0.0121328,0.00334368,0.400369,0.0138299,0.000730403,-0.0121327,-0.0121317,0.4003689,-0.400369,-1.2132%,,,
874,120.045,-0.0121332,0.00334369,0.401393,0.0138266,0.000669401,-0.0121331,-0.0121327,0.401393266,-0.401393,-1.2132%,,,
875,121.19,-0.0121337,0.0033437,0.405222,0.0138233,0.0006084,-0.0121336,-0.0121337,0.405223003,-0.405222,-1.2133%,,,
876,122.812,-0.0121342,0.0033437,0.410646,0.01382,0.000547399,-0.0121341,-0.0121335,0.410646484,-0.410646,-1.2133%,,,
877,122.867,-0.0121347,0.0033437,0.410831,0.0138167,0.000486398,-0.0121345,-0.0121334,0.410830388,-0.410831,-1.2134%,,,
878,120.316,-0.012135,0.00334371,0.402302,0.0138134,0.000425396,-0.012135,-0.0121346,0.402301812,-0.402302,-1.2135%,,,
879,119.802,-0.0121355,0.00334371,0.400583,0.0138101,0.000364395,-0.0121354,-0.0121347,0.400583145,-0.400583,-1.2135%,,,
880,120.083,-0.0121359,0.00334371,0.401523,0.0138068,0.000303394,-0.0121359,-0.0121348,0.401522728,-0.401523,-1.2135%,,,
881,119.061,-0.0121364,0.00334372,0.398106,0.0138036,0.000242392,-0.0121364,-0.0121362,0.398106647,-0.398106,-1.2136%,,,
882,119.684,-0.0121369,0.00334372,0.40019,0.0138003,0.000181391,-0.0121368,-0.0121364,0.400189784,-0.40019,-1.2137%,,,
883,118.564,-0.0121373,0.00334372,0.396445,0.013797,0.00012039,-0.0121373,-0.0121368,0.396444818,-0.396445,-1.2137%,,,
884,120.612,-0.0121378,0.00334372,0.403293,0.0137937,5.94E-05,-0.0121377,-0.0121372,0.403292757,-0.403293,-1.2137%,,,
885,122.933,-0.0121383,0.00334372,0.411053,0.0137904,-1.61E-06,-0.0121382,-0.0121376,0.411053531,-0.411053,-1.2137%,,,
886,123.201,-0.0121387,0.00334372,0.411949,0.0137871,-6.26E-05,-0.0121386,-0.0121382,0.411949648,-0.411949,-1.2138%,,,
887,122.937,-0.0121392,0.00334372,0.411067,0.0137838,-0.000123616,-0.0121391,-0.0121387,0.411066906,-0.411067,-1.2139%,,,
888,121.061,-0.0121396,0.00334372,0.404794,0.0137805,-0.000184617,-0.0121396,-0.0121394,0.404794087,-0.404794,-1.2139%,,,
889,122.706,-0.0121401,0.00334371,0.410294,0.0137773,-0.000245618,-0.01214,-0.0121389,0.410293279,-0.410294,-1.2140%,,,
890,122.921,-0.0121405,0.00334371,0.411012,0.013774,-0.00030662,-0.0121405,-0.0121397,0.411012177,-0.411012,-1.2140%,,,
891,121.493,-0.012141,0.00334371,0.406237,0.0137707,-0.000367621,-0.0121409,-0.0121406,0.406237359,-0.406237,-1.2140%,,,
892,122.694,-0.0121414,0.0033437,0.410252,0.0137674,-0.000428622,-0.0121414,-0.0121403,0.410251928,-0.410252,-1.2140%,,,
893,125.188,-0.0121419,0.0033437,0.418591,0.0137641,-0.000489624,-0.0121419,-0.0121413,0.418591116,-0.418591,-1.2141%,,,
894,124.178,-0.0121424,0.00334369,0.415213,0.0137608,-0.000550625,-0.0121423,-0.0121412,0.415212737,-0.415213,-1.2141%,,,
895,124.47,-0.0121428,0.00334369,0.416189,0.0137575,-0.000611626,-0.0121428,-0.0121423,0.416189094,-0.416189,-1.2142%,,,
896,125.172,-0.0121433,0.00334368,0.418535,0.0137542,-0.000672628,-0.0121432,-0.0121423,0.418535113,-0.418535,-1.2142%,,,
897,123.348,-0.0121437,0.00334368,0.412436,0.013751,-0.000733629,-0.0121437,-0.0121436,0.412436241,-0.412436,-1.2143%,,,
898,122.304,-0.0121442,0.00334367,0.408944,0.0137477,-0.00079463,-0.0121441,-0.0121437,0.408944216,-0.408944,-1.2143%,,,
899,123.647,-0.0121446,0.00334366,0.413434,0.0137444,-0.000855632,-0.0121446,-0.0121439,0.413433528,-0.413434,-1.2144%,,,
900,122.403,-0.0121451,0.00334367,0.409275,0.0137411,0.000856532,-0.0121451,-0.0121446,0.409275239,-0.409275,-1.2144%,,,
901,121.356,-0.0121455,0.00334368,0.405775,0.0137378,0.000799471,-0.0121455,-0.0121454,0.40577563,-0.405775,-1.2145%,,,
902,121.771,-0.012146,0.00334368,0.407164,0.0137345,0.00074241,-0.012146,-0.0121450,0.407163257,-0.407164,-1.2146%,,,
903,123.359,-0.0121464,0.00334369,0.412474,0.0137312,0.000685349,-0.0121464,-0.0121459,0.412474255,-0.412474,-1.2146%,,,
904,125.155,-0.0121469,0.00334369,0.41848,0.0137279,0.000628288,-0.0121469,-0.0121457,0.418479522,-0.41848,-1.2146%,,,
905,124.485,-0.0121474,0.0033437,0.41624,0.0137247,0.000571227,-0.0121473,-0.0121467,0.416240495,-0.41624,-1.2146%,,,
906,123.058,-0.0121478,0.0033437,0.41147,0.0137214,0.000514166,-0.0121478,-0.0121466,0.411469035,-0.41147,-1.2148%,,,
907,124.548,-0.0121483,0.00334371,0.416452,0.0137181,0.000457105,-0.0121483,-0.0121478,0.416452393,-0.416452,-1.2147%,,,
908,125.438,-0.0121487,0.00334371,0.419429,0.0137148,0.000400044,-0.0121487,-0.0121478,0.419428295,-0.419429,-1.2148%,,,
909,124.87,-0.0121492,0.00334372,0.41753,0.0137115,0.000342983,-0.0121492,-0.0121491,0.417530316,-0.41753,-1.2149%,,,
910,123.819,-0.0121496,0.00334372,0.414016,0.0137082,0.000285922,-0.0121496,-0.0121492,0.414016067,-0.414016,-1.2149%,,,
911,122.242,-0.0121501,0.00334372,0.408743,0.0137049,0.000228862,-0.0121501,-0.0121494,0.40874302,-0.408743,-1.2149%,,,
912,122.945,-0.0121505,0.00334372,0.411094,0.0137016,0.000171801,-0.0121505,-0.0121497,0.411093655,-0.411094,-1.2150%,,,
913,123.176,-0.012151,0.00334372,0.411866,0.0141989,0.00011474,-0.012151,-0.0121500,0.411866055,-0.411866,-1.2150%,,,
914,124.737,-0.0121515,0.00334372,0.417086,0.0141967,5.77E-05,-0.0121515,-0.0121504,0.417085602,-0.417086,-1.2151%,,,
915,125.247,-0.012152,0.00334372,0.418791,0.0141945,6.18E-07,-0.012152,-0.0121509,0.418790899,-0.418791,-1.2151%,,,
916,124.627,-0.0121524,0.00334372,0.416718,0.0141923,-5.64E-05,-0.0121524,-0.0121515,0.416717792,-0.416718,-1.2152%,,,
917,125.043,-0.0121529,0.00334372,0.418109,0.0141901,-0.000113504,-0.0121529,-0.0121521,0.41810878,-0.418109,-1.2152%,,,
918,126.536,-0.0121534,0.00334372,0.423101,0.0141879,-0.000170565,-0.0121534,-0.0121527,0.423100954,-0.423101,-1.2153%,,,
919,124.463,-0.0121538,0.00334372,0.416169,0.0141858,-0.000227626,-0.0121538,-0.0121535,0.416169422,-0.416169,-1.2153%,,,
920,124.395,-0.0121543,0.00334372,0.415941,0.0141836,-0.000284687,-0.0121543,-0.0121543,0.415942049,-0.415941,-1.2153%,,,
921,125.264,-0.0121548,0.00334371,0.418847,0.0141814,-0.000341748,-0.0121548,-0.0121539,0.418846489,-0.418847,-1.2154%,,,
922,124.589,-0.0121553,0.00334371,0.416589,0.0141792,-0.000398809,-0.0121553,-0.0121548,0.416589485,-0.416589,-1.2154%,,,
923,123.32,-0.0121557,0.0033437,0.412346,0.014177,-0.00045587,-0.0121557,-0.0121545,0.412345084,-0.412346,-1.2155%,,,
924,122.993,-0.0121562,0.0033437,0.411252,0.0141748,-0.000512931,-0.0121562,-0.0121556,0.411251694,-0.411252,-1.2156%,,,
925,123.701,-0.0121567,0.00334369,0.413618,0.0141726,-0.000569992,-0.0121567,-0.0121555,0.413617797,-0.413618,-1.2156%,,,
926,123.65,-0.0121571,0.00334369,0.413447,0.0141704,-0.000627053,-0.0121571,-0.0121567,0.413447269,-0.413447,-1.2156%,,,
927,124.237,-0.0121576,0.00334368,0.415409,0.0141682,-0.000684114,-0.0121576,-0.0121567,0.415408772,-0.415409,-1.2157%,,,
928,124.793,-0.0121581,0.00334368,0.417267,0.014166,-0.000741175,-0.0121581,-0.0121580,0.417267858,-0.417267,-1.2157%,,,
929,121.359,-0.0121586,0.00334367,0.405784,0.0141638,-0.000798236,-0.0121586,-0.0121581,0.405784448,-0.405784,-1.2158%,,,
930,120.22,-0.012159,0.00334366,0.401975,0.0141616,-0.000855297,-0.012159,-0.0121583,0.401974805,-0.401975,-1.2159%,,,
931,117.296,-0.0121595,0.00334391,0.392227,0.0141595,0.0268213,-0.0121595,-0.0121593,0.392227267,-0.392227,-1.2159%,,,
932,117.307,-0.01216,0.00334415,0.392292,0.0141573,0.0268237,-0.01216,-0.0121591,0.392292204,-0.392292,-1.2159%,,,
933,119.271,-0.0121604,0.0033444,0.39889,0.0141551,0.0268262,-0.0121604,-0.0121601,0.398889932,-0.39889,-1.2160%,,,
934,119.488,-0.0121609,0.00334464,0.399645,0.0141529,0.0268286,-0.0121609,-0.0121599,0.399644344,-0.399645,-1.2161%,,,
935,119.407,-0.0121614,0.00334489,0.399403,0.0141507,0.0268311,-0.0121614,-0.0121608,0.39940328,-0.399403,-1.2161%,,,
936,118.943,-0.0121619,0.00334514,0.39788,0.0141485,0.0268335,-0.0121619,-0.0121618,0.397880987,-0.39788,-1.2161%,,,
937,118.15,-0.0121623,0.00334538,0.395257,0.0141463,0.026836,-0.0121623,-0.0121616,0.395256647,-0.395257,-1.2162%,,,
938,120.057,-0.0121628,0.00334563,0.401666,0.0141441,0.0268384,-0.0121628,-0.0121625,0.401666301,-0.401666,-1.2162%,,,
939,120.696,-0.0121633,0.00334587,0.403834,0.0141419,0.0268409,-0.0121633,-0.0121622,0.403833126,-0.403834,-1.2163%,,,
940,121.887,-0.0121637,0.00334612,0.407848,0.0141397,0.0268434,-0.0121637,-0.0121632,0.407848528,-0.407848,-1.2163%,,,
941,120.444,-0.0121642,0.00334637,0.40305,0.0141375,0.0268458,-0.0121642,-0.0121641,0.403050188,-0.40305,-1.2164%,,,
942,120.345,-0.0121647,0.00334661,0.402748,0.0141353,0.0268483,-0.0121647,-0.0121639,0.40274778,-0.402748,-1.2164%,,,
943,121.515,-0.0121651,0.00334686,0.406693,0.0141332,0.0268507,-0.0121651,-0.0121648,0.406693693,-0.406693,-1.2164%,,,
944,120.98,-0.0121656,0.0033471,0.404933,0.014131,0.0268532,-0.0121656,-0.0121645,0.404932158,-0.404933,-1.2165%,,,
945,120.527,-0.0121661,0.00334735,0.403446,0.0141288,0.0268556,-0.0121661,-0.0121654,0.403446053,-0.403446,-1.2165%,,,
946,120.436,-0.0121666,0.0033476,0.403171,0.0141266,0.0268581,-0.0121666,-0.0121663,0.403171554,-0.403171,-1.2166%,,,
947,121.991,-0.012167,0.00334784,0.408407,0.0141244,0.0268605,-0.012167,-0.0121660,0.408406349,-0.408407,-1.2167%,,,
948,120.634,-0.0121675,0.00334809,0.403893,0.0141222,0.026863,-0.0121675,-0.0121669,0.403893489,-0.403893,-1.2166%,,,
949,122.209,-0.012168,0.00334834,0.409197,0.01412,0.0268654,-0.012168,-0.0121679,0.409197283,-0.409197,-1.2168%,,,
950,121.099,-0.0121684,0.00334858,0.40551,0.0141178,0.0268679,-0.0121684,-0.0121675,0.405509689,-0.40551,-1.2168%,,,
951,121.941,-0.0121689,0.00334883,0.40836,0.0141156,0.0268703,-0.0121689,-0.0121684,0.408359679,-0.40836,-1.2169%,,,
952,122.834,-0.0121694,0.00334908,0.41138,0.0141134,0.0268728,-0.0121694,-0.0121693,0.411380893,-0.41138,-1.2168%,,,
953,121.234,-0.0121698,0.00334932,0.406052,0.0141112,0.0268753,-0.0121698,-0.0121690,0.406051461,-0.406052,-1.2170%,,,
954,122.409,-0.0121703,0.00334957,0.410017,0.014109,0.0268777,-0.0121703,-0.0121699,0.410017514,-0.410017,-1.2169%,,,
955,123.444,-0.0121708,0.00334982,0.413515,0.0141068,0.0268802,-0.0121708,-0.0121708,0.41351518,-0.413515,-1.2171%,,,
956,123.258,-0.0121713,0.00335006,0.412922,0.0141047,0.0268826,-0.0121713,-0.0121704,0.412921695,-0.412922,-1.2171%,,,
957,123.014,-0.0121717,0.00335031,0.412135,0.0141025,0.0268851,-0.0121717,-0.0121713,0.412135034,-0.412135,-1.2171%,,,
958,124.445,-0.0121722,0.00335056,0.41696,0.0141003,0.0268875,-0.0121722,-0.0121721,0.416960439,-0.41696,-1.2172%,,,
959,123.347,-0.0121727,0.0033508,0.413311,0.0140981,0.02689,-0.0121727,-0.0121718,0.413311128,-0.413311,-1.2172%,,,
960,124.958,-0.0121731,0.00335105,0.41874,0.0140959,0.0268924,-0.0121731,-0.0121726,0.418740506,-0.41874,-1.2172%,,,
961,127.744,-0.0121736,0.00335106,0.428077,0.0140937,0.000724734,-0.0121736,-0.0121735,0.428077809,-0.428077,-1.2173%,,,
962,127.859,-0.0121741,0.00335106,0.428463,0.0140915,0.000672779,-0.0121741,-0.0121732,0.428463181,-0.428463,-1.2173%,,,
963,127.875,-0.0121745,0.00335107,0.428518,0.0140893,0.000620825,-0.0121745,-0.0121742,0.428518076,-0.428518,-1.2174%,,,
964,127.905,-0.012175,0.00335107,0.428619,0.0140871,0.00056887,-0.012175,-0.0121740,0.428618608,-0.428619,-1.2174%,,,
965,129.01,-0.0121755,0.00335108,0.432323,0.0140849,0.000516916,-0.0121755,-0.0121752,0.432322831,-0.432323,-1.2175%,,,
