tau,s_tmp,cash,delta,pv,r,q,PL,
796,142.273,0.98245,8.39E-07,0.988593,0.014083,-5.75E-05,-0.602%,
797,141.62,0.982515,6.48E-07,0.98863,0.0140797,-0.000113765,-0.602%,
798,141.28,0.982556,6.30E-07,0.988668,0.0140764,-0.000170019,-0.602%,
799,142.38,0.982573,7.75E-07,0.988707,0.0140732,-0.000226274,-0.602%,
800,139.921,0.982654,4.69E-07,0.988743,0.0140699,-0.000282528,-0.602%,
801,141.207,0.982676,5.80E-07,0.988782,0.0140666,-0.000338783,-0.602%,
802,140.041,0.982733,4.43E-07,0.988819,0.0140633,-0.000395038,-0.602%,
803,141.226,0.982756,5.48E-07,0.988858,0.01406,-0.000451292,-0.602%,
804,140.501,0.982796,5.33E-07,0.988895,0.0140567,-0.000507547,-0.602%,
805,141.928,0.982816,6.57E-07,0.988934,0.0140534,-0.000563801,-0.602%,
806,142.956,0.982857,6.39E-07,0.988973,0.0140501,-0.000620056,-0.602%,
807,144.2,0.982873,7.85E-07,0.989012,0.0140468,-0.00067631,-0.603%,
808,142.018,0.982937,6.03E-07,0.989048,0.0140436,-0.000732565,-0.603%,
809,141.548,0.982995,4.60E-07,0.989086,0.0140403,-0.000788819,-0.603%,
810,140.025,0.983049,3.48E-07,0.989123,0.014037,-0.000845074,-0.603%,
811,140.51,0.983074,4.33E-07,0.989161,0.0140337,0.000733532,-0.603%,
812,140.301,0.983127,3.27E-07,0.989199,0.0140304,0.000681304,-0.603%,
813,141.719,0.983153,4.08E-07,0.989238,0.0140271,0.000629077,-0.603%,
814,141.931,0.983177,5.06E-07,0.989276,0.0140238,0.000576849,-0.603%,
815,142.857,0.983217,4.91E-07,0.989314,0.0140205,0.000524621,-0.603%,
816,141.259,0.983272,3.71E-07,0.989351,0.0140173,0.000472393,-0.603%,
817,140.392,0.983323,2.78E-07,0.989389,0.014014,0.000420165,-0.603%,
818,139.368,0.983362,2.70E-07,0.989427,0.0140107,0.000367938,-0.603%,
819,138.254,0.983409,2.00E-07,0.989464,0.0140074,0.00031571,-0.603%,
820,135.892,0.983459,1.11E-07,0.989502,0.0140041,0.000263482,-0.603%,
821,135.67,0.983497,1.07E-07,0.98954,0.0140008,0.000211254,-0.603%,
822,137.539,0.983525,1.81E-07,0.989578,0.0139975,0.000159026,-0.603%,
823,135.863,0.983573,1.00E-07,0.989616,0.0139942,0.000106799,-0.603%,
824,137.961,0.983601,1.69E-07,0.989654,0.013991,5.46E-05,-0.603%,
825,137.196,0.983645,1.24E-07,0.989692,0.0139877,2.34E-06,-0.603%,
826,138.512,0.983678,1.58E-07,0.98973,0.0139844,-4.99E-05,-0.603%,
827,137.499,0.983717,1.53E-07,0.989767,0.0139811,-0.000102113,-0.603%,
828,137.539,0.983755,1.47E-07,0.989805,0.0139778,-0.00015434,-0.603%,
829,135.696,0.983802,8.04E-08,0.989843,0.0139745,-0.000206568,-0.603%,
830,136.414,0.983836,1.04E-07,0.989881,0.0139712,-0.000258796,-0.603%,
831,138.189,0.98387,1.33E-07,0.989919,0.0139679,-0.000311024,-0.603%,
832,137.029,0.983913,9.62E-08,0.989957,0.0139647,-0.000363252,-0.603%,
833,136.724,0.983951,9.27E-08,0.989994,0.0139614,-0.000415479,-0.603%,
834,137.001,0.983989,8.93E-08,0.990032,0.0139581,-0.000467707,-0.603%,
835,138.121,0.984023,1.15E-07,0.99007,0.0139548,-0.000519935,-0.603%,
836,138.436,0.984061,1.11E-07,0.990108,0.0139515,-0.000572163,-0.603%,
837,137.702,0.984099,1.07E-07,0.990146,0.0139482,-0.000624391,-0.603%,
838,136.792,0.984141,7.67E-08,0.990184,0.0139449,-0.000676618,-0.603%,
839,134.913,0.984182,5.46E-08,0.990221,0.0139416,-0.000728846,-0.603%,
840,134.437,0.984221,3.85E-08,0.990259,0.0139384,-0.000781074,-0.603%,
841,134.242,0.984259,3.76E-08,0.990297,0.0139351,0.197821,-0.603%,
842,135.951,0.984295,5.00E-08,0.990335,0.0139318,0.198241,-0.603%,
843,135.141,0.984333,4.88E-08,0.990372,0.0139285,0.198661,-0.603%,
844,133.591,0.984372,3.48E-08,0.99041,0.0139252,0.19908,-0.603%,
845,131.169,0.984412,1.77E-08,0.990448,0.0139219,0.1995,-0.603%,
846,131.487,0.984449,1.72E-08,0.990486,0.0139186,0.199919,-0.603%,
847,128.326,0.984488,8.37E-09,0.990523,0.0139153,0.200339,-0.603%,
848,128.231,0.984526,8.12E-09,0.990561,0.0139121,0.200759,-0.603%,
849,128.433,0.984563,7.87E-09,0.990599,0.0139088,0.201178,-0.603%,
850,128.135,0.984601,7.63E-09,0.990637,0.0139055,0.201598,-0.603%,
851,126.082,0.984639,5.15E-09,0.990674,0.0139022,0.202018,-0.604%,
852,124.003,0.984676,2.34E-09,0.990712,0.0138989,0.202437,-0.604%,
853,126.349,0.984714,4.82E-09,0.99075,0.0138956,0.202857,-0.604%,
854,126.165,0.984751,4.66E-09,0.990787,0.0138923,0.203277,-0.604%,
855,125.267,0.984789,3.09E-09,0.990825,0.013889,0.203696,-0.604%,
856,123.794,0.984826,2.03E-09,0.990863,0.0138858,0.204116,-0.604%,
857,123.434,0.984864,1.95E-09,0.990901,0.0138825,0.204535,-0.604%,
858,124.851,0.984901,2.78E-09,0.990938,0.0138792,0.204955,-0.604%,
859,123.622,0.984939,1.82E-09,0.990976,0.0138759,0.205375,-0.604%,
860,122.815,0.984976,1.75E-09,0.991014,0.0138726,0.205794,-0.604%,
861,123.21,0.985014,1.68E-09,0.991051,0.0138693,0.206214,-0.604%,
862,124.601,0.985051,2.41E-09,0.991089,0.013866,0.206634,-0.604%,
863,125.373,0.985088,2.32E-09,0.991127,0.0138627,0.207053,-0.604%,
864,126.151,0.985126,3.29E-09,0.991164,0.0138595,0.207473,-0.604%,
865,124.759,0.985163,2.15E-09,0.991202,0.0138562,0.207893,-0.604%,
866,123.286,0.985201,1.39E-09,0.991239,0.0138529,0.208312,-0.604%,
867,125.588,0.985238,2.95E-09,0.991277,0.0138496,0.208732,-0.604%,
868,124.605,0.985275,1.92E-09,0.991315,0.0138463,0.209151,-0.604%,
869,124.538,0.985313,1.85E-09,0.991352,0.013843,0.209571,-0.604%,
870,124.486,0.98535,1.74E-09,0.99139,0.0138397,0.000913407,-0.604%,
871,122.941,0.985388,1.09E-09,0.991427,0.0138364,0.000852405,-0.604%,
872,121.801,0.985425,6.73E-10,0.991465,0.0138332,0.000791404,-0.604%,
873,119.739,0.985462,4.09E-10,0.991503,0.0138299,0.000730403,-0.604%,
874,120.045,0.9855,3.82E-10,0.99154,0.0138266,0.000669401,-0.604%,
875,121.19,0.985537,5.52E-10,0.991578,0.0138233,0.0006084,-0.604%,
876,122.812,0.985574,7.91E-10,0.991615,0.01382,0.000547399,-0.604%,
877,122.867,0.985612,7.41E-10,0.991653,0.0138167,0.000486398,-0.604%,
878,120.316,0.985649,2.90E-10,0.99169,0.0138134,0.000425396,-0.604%,
879,119.802,0.985686,2.70E-10,0.991728,0.0138101,0.000364395,-0.604%,
880,120.083,0.985723,2.52E-10,0.991765,0.0138068,0.000303394,-0.604%,
881,119.061,0.985761,1.48E-10,0.991803,0.0138036,0.000242392,-0.604%,
882,119.684,0.985798,2.18E-10,0.99184,0.0138003,0.000181391,-0.604%,
883,118.564,0.985835,1.27E-10,0.991878,0.013797,0.00012039,-0.604%,
884,120.612,0.985873,1.88E-10,0.991915,0.0137937,5.94E-05,-0.604%,
885,122.933,0.98591,4.28E-10,0.991953,0.0137904,-1.61E-06,-0.604%,
886,123.201,0.985947,3.99E-10,0.99199,0.0137871,-6.26E-05,-0.604%,
887,122.937,0.985984,3.71E-10,0.992028,0.0137838,-0.000123616,-0.604%,
888,121.061,0.986021,1.39E-10,0.992065,0.0137805,-0.000184617,-0.604%,
889,122.706,0.986059,3.20E-10,0.992103,0.0137773,-0.000245618,-0.604%,
890,122.921,0.986096,2.98E-10,0.99214,0.013774,-0.00030662,-0.604%,
891,121.493,0.986133,1.75E-10,0.992177,0.0137707,-0.000367621,-0.604%,
892,122.694,0.98617,2.56E-10,0.992215,0.0137674,-0.000428622,-0.604%,
893,125.188,0.986207,3.72E-10,0.992252,0.0137641,-0.000489624,-0.604%,
894,124.178,0.986245,3.45E-10,0.99229,0.0137608,-0.000550625,-0.604%,
895,124.47,0.986282,3.19E-10,0.992327,0.0137575,-0.000611626,-0.605%,
896,125.172,0.986319,2.96E-10,0.992364,0.0137542,-0.000672628,-0.605%,
897,123.348,0.986356,1.73E-10,0.992402,0.013751,-0.000733629,-0.605%,
898,122.304,0.986393,1.00E-10,0.992439,0.0137477,-0.00079463,-0.605%,
899,123.647,0.98643,1.48E-10,0.992477,0.0137444,-0.000855632,-0.605%,
900,122.403,0.986468,8.46E-11,0.992514,0.0137411,0.000856532,-0.605%,
901,121.356,0.986505,7.77E-11,0.992551,0.0137378,0.000799471,-0.605%,
902,121.771,0.986542,7.14E-11,0.992589,0.0137345,0.00074241,-0.605%,
903,123.359,0.986579,1.06E-10,0.992626,0.0137312,0.000685349,-0.605%,
904,125.155,0.986616,1.56E-10,0.992663,0.0137279,0.000628288,-0.605%,
905,124.485,0.986653,1.44E-10,0.992701,0.0137247,0.000571227,-0.605%,
906,123.058,0.98669,8.19E-11,0.992738,0.0137214,0.000514166,-0.605%,
907,124.548,0.986727,1.21E-10,0.992775,0.0137181,0.000457105,-0.605%,
908,125.438,0.986764,1.11E-10,0.992813,0.0137148,0.000400044,-0.605%,
909,124.87,0.986802,1.02E-10,0.99285,0.0137115,0.000342983,-0.605%,
910,123.819,0.986839,5.74E-11,0.992887,0.0137082,0.000285922,-0.605%,
911,122.242,0.986876,3.18E-11,0.992924,0.0137049,0.000228862,-0.605%,
912,122.945,0.986913,4.78E-11,0.992962,0.0137016,0.000171801,-0.605%,
913,123.176,0.986951,4.35E-11,0.993,0.0141989,0.00011474,-0.605%,
914,124.737,0.986989,6.51E-11,0.993039,0.0141967,5.77E-05,-0.605%,
915,125.247,0.987028,5.93E-11,0.993078,0.0141945,6.18E-07,-0.605%,
916,124.627,0.987066,5.40E-11,0.993116,0.0141923,-5.64E-05,-0.605%,
917,125.043,0.987105,4.91E-11,0.993155,0.0141901,-0.000113504,-0.605%,
918,126.536,0.987143,7.31E-11,0.993193,0.0141879,-0.000170565,-0.605%,
919,124.463,0.987181,4.05E-11,0.993232,0.0141858,-0.000227626,-0.605%,
920,124.395,0.98722,3.67E-11,0.993271,0.0141836,-0.000284687,-0.605%,
921,125.264,0.987258,3.32E-11,0.993309,0.0141814,-0.000341748,-0.605%,
922,124.589,0.987296,3.01E-11,0.993348,0.0141792,-0.000398809,-0.605%,
923,123.32,0.987335,1.62E-11,0.993386,0.014177,-0.00045587,-0.605%,
924,122.993,0.987373,1.45E-11,0.993425,0.0141748,-0.000512931,-0.605%,
925,123.701,0.987411,1.31E-11,0.993464,0.0141726,-0.000569992,-0.605%,
926,123.65,0.98745,1.17E-11,0.993502,0.0141704,-0.000627053,-0.605%,
927,124.237,0.987488,1.79E-11,0.993541,0.0141682,-0.000684114,-0.605%,
928,124.793,0.987526,1.61E-11,0.993579,0.014166,-0.000741175,-0.605%,
929,121.359,0.987565,4.87E-12,0.993618,0.0141638,-0.000798236,-0.605%,
930,120.22,0.987603,2.47E-12,0.993656,0.0141616,-0.000855297,-0.605%,
931,117.296,0.987641,6.78E-13,0.993695,0.0141595,0.0268213,-0.605%,
932,117.307,0.98768,5.99E-13,0.993733,0.0141573,0.0268237,-0.605%,
933,119.271,0.987718,9.65E-13,0.993772,0.0141551,0.0268262,-0.605%,
934,119.488,0.987756,8.54E-13,0.993811,0.0141529,0.0268286,-0.605%,
935,119.407,0.987795,7.54E-13,0.993849,0.0141507,0.0268311,-0.605%,
936,118.943,0.987833,6.65E-13,0.993888,0.0141485,0.0268335,-0.605%,
937,118.15,0.987871,5.85E-13,0.993926,0.0141463,0.026836,-0.605%,
938,120.057,0.987909,9.41E-13,0.993965,0.0141441,0.0268384,-0.606%,
939,120.696,0.987948,8.29E-13,0.994003,0.0141419,0.0268409,-0.606%,
940,121.887,0.987986,1.32E-12,0.994042,0.0141397,0.0268434,-0.606%,
941,120.444,0.988024,6.40E-13,0.99408,0.0141375,0.0268458,-0.606%,
942,120.345,0.988063,5.61E-13,0.994119,0.0141353,0.0268483,-0.606%,
943,121.515,0.988101,8.99E-13,0.994157,0.0141332,0.0268507,-0.606%,
944,120.98,0.988139,4.29E-13,0.994196,0.014131,0.0268532,-0.606%,
945,120.527,0.988177,3.74E-13,0.994234,0.0141288,0.0268556,-0.606%,
946,120.436,0.988216,3.26E-13,0.994273,0.0141266,0.0268581,-0.606%,
947,121.991,0.988254,5.26E-13,0.994311,0.0141244,0.0268605,-0.606%,
948,120.634,0.988292,2.46E-13,0.99435,0.0141222,0.026863,-0.606%,
949,122.209,0.98833,3.98E-13,0.994388,0.01412,0.0268654,-0.606%,
950,121.099,0.988369,1.84E-13,0.994426,0.0141178,0.0268679,-0.606%,
951,121.941,0.988407,2.99E-13,0.994465,0.0141156,0.0268703,-0.606%,
952,122.834,0.988445,4.82E-13,0.994503,0.0141134,0.0268728,-0.606%,
953,121.234,0.988483,2.23E-13,0.994542,0.0141112,0.0268753,-0.606%,
954,122.409,0.988521,1.92E-13,0.99458,0.014109,0.0268777,-0.606%,
955,123.444,0.98856,3.11E-13,0.994619,0.0141068,0.0268802,-0.606%,
956,123.258,0.988598,2.68E-13,0.994657,0.0141047,0.0268826,-0.606%,
957,123.014,0.988636,2.30E-13,0.994696,0.0141025,0.0268851,-0.606%,
958,124.445,0.988674,3.71E-13,0.994734,0.0141003,0.0268875,-0.606%,
959,123.347,0.988712,1.69E-13,0.994772,0.0140981,0.02689,-0.606%,
960,124.958,0.988751,2.73E-13,0.994811,0.0140959,0.0268924,-0.606%,
961,127.744,0.988789,8.07E-13,0.994849,0.0140937,0.000724734,-0.606%,
962,127.859,0.988827,6.91E-13,0.994888,0.0140915,0.000672779,-0.606%,
963,127.875,0.988865,5.90E-13,0.994926,0.0140893,0.000620825,-0.606%,
964,127.905,0.988903,5.03E-13,0.994964,0.0140871,0.00056887,-0.606%,
965,129.01,0.988941,7.93E-13,0.995003,0.0140849,0.000516916,-0.606%,
966,130.021,0.98898,6.75E-13,0.995041,0.0140827,0.000464961,-0.606%,
967,131.566,0.989018,1.92E-12,0.99508,0.0140805,0.000413007,-0.606%,
968,131.305,0.989056,9.00E-13,0.995118,0.0140784,0.000361053,-0.606%,
969,130.608,0.989094,7.64E-13,0.995156,0.0140762,0.000309098,-0.606%,
970,131.809,0.989132,1.19E-12,0.995195,0.014074,0.000257144,-0.606%,
971,133.17,0.98917,1.84E-12,0.995233,0.0140718,0.000205189,-0.606%,
972,134.034,0.989208,1.56E-12,0.995271,0.0140696,0.000153235,-0.606%,
973,133.834,0.989247,1.33E-12,0.99531,0.0140674,0.00010128,-0.606%,
974,132.166,0.989285,6.07E-13,0.995348,0.0140652,4.93E-05,-0.606%,
975,131.168,0.989323,2.72E-13,0.995387,0.014063,-2.63E-06,-0.606%,
976,128.928,0.989361,1.19E-13,0.995425,0.0140608,-5.46E-05,-0.606%,
977,129.159,0.989399,9.83E-14,0.995463,0.0140586,-0.000106538,-0.606%,
978,128.654,0.989437,8.12E-14,0.995502,0.0140564,-0.000158492,-0.606%,
979,129.293,0.989475,6.68E-14,0.99554,0.0140542,-0.000210446,-0.606%,
980,129.461,0.989513,5.48E-14,0.995578,0.0140521,-0.000262401,-0.606%,
981,128.647,0.989551,4.49E-14,0.995617,0.0140499,-0.000314355,-0.607%,
982,130.963,0.989589,7.16E-14,0.995655,0.0140477,-0.00036631,-0.607%,
983,131.629,0.989628,1.14E-13,0.995693,0.0140455,-0.000418264,-0.607%,
984,133.641,0.989666,1.79E-13,0.995731,0.0140433,-0.000470219,-0.607%,
985,131.17,0.989704,3.87E-14,0.99577,0.0140411,-0.000522173,-0.607%,
986,131.362,0.989742,3.13E-14,0.995808,0.0140389,-0.000574128,-0.607%,
987,132.186,0.98978,4.98E-14,0.995846,0.0140367,-0.000626082,-0.607%,
988,129.559,0.989818,1.01E-14,0.995885,0.0140345,-0.000678037,-0.607%,
989,128.824,0.989856,8.11E-15,0.995923,0.0140323,-0.000729991,-0.607%,
990,129.365,0.989894,6.46E-15,0.995961,0.0140301,-0.000781946,-0.607%,
991,131.456,0.989932,1.03E-14,0.995999,0.0140279,0.000687199,-0.607%,
992,131.5,0.98997,8.11E-15,0.996038,0.0140258,0.000638311,-0.607%,
993,132.028,0.990008,1.29E-14,0.996076,0.0140236,0.000589424,-0.607%,
994,131.554,0.990046,1.02E-14,0.996114,0.0140214,0.000540536,-0.607%,
995,132.116,0.990084,8.03E-15,0.996153,0.0140192,0.000491648,-0.607%,
996,133.299,0.990122,1.27E-14,0.996191,0.014017,0.00044276,-0.607%,
997,133.118,0.99016,9.97E-15,0.996229,0.0140148,0.000393873,-0.607%,
998,131.49,0.990198,1.83E-15,0.996267,0.0140126,0.000344985,-0.607%,
999,129.63,0.990236,7.10E-16,0.996306,0.0140104,0.000296097,-0.607%,
1000,129.814,0.990274,5.98E-16,0.996344,0.0140082,0.000247209,-0.607%,
1001,129.175,0.990312,4.11E-16,0.996382,0.014006,0.000198322,-0.607%,
1002,129.818,0.99035,2.99E-16,0.99642,0.0140038,0.000149434,-0.607%,
1003,129.902,0.990388,1.87E-16,0.996458,0.0140016,0.000100546,-0.607%,
1004,131.366,0.990426,2.99E-16,0.996497,0.0139995,5.17E-05,-0.607%,
1005,130.339,0.990464,2.61E-16,0.996535,0.0139973,2.77E-06,-0.607%,
1006,130.423,0.990502,2.24E-16,0.996573,0.0139951,-4.61E-05,-0.607%,
1007,129.079,0.99054,1.49E-16,0.996611,0.0139929,-9.50E-05,-0.607%,
1008,128.84,0.990578,7.47E-17,0.99665,0.0139907,-0.000143892,-0.607%,
1009,129.764,0.990616,-3.74E-17,0.996688,0.0139885,-0.00019278,-0.607%,
1010,130.92,0.990654,1.12E-16,0.996726,0.0139863,-0.000241668,-0.607%,
1011,132.911,0.990692,1.49E-16,0.996764,0.0139841,-0.000290556,-0.607%,
1012,132.409,0.99073,1.49E-16,0.996802,0.0139819,-0.000339443,-0.607%,
1013,133.676,0.990768,3.74E-16,0.99684,0.0139797,-0.000388331,-0.607%,
1014,132.855,0.990806,1.49E-16,0.996879,0.0139775,-0.000437219,-0.607%,
1015,133.84,0.990844,2.61E-16,0.996917,0.0139753,-0.000486106,-0.607%,
1016,132.068,0.990882,1.12E-16,0.996955,0.0139732,-0.000534994,-0.607%,
1017,132.797,0.99092,1.12E-16,0.996993,0.013971,-0.000583882,-0.607%,
1018,132.765,0.990958,7.47E-17,0.997031,0.0139688,-0.00063277,-0.607%,
1019,130.764,0.990995,3.74E-17,0.997069,0.0139666,-0.000681657,-0.607%,
1020,130.981,0.991033,7.47E-17,0.997108,0.0139644,0.0349668,-0.607%,
1021,129.04,0.991071,-3.74E-17,0.997146,0.0139622,0.0349879,-0.607%,
1022,128.619,0.991109,-3.74E-17,0.997184,0.01396,0.035009,-0.607%,
1023,130.668,0.991147,0,0.997222,0.0139578,0.0350302,-0.607%,
1024,129.502,0.991185,-3.74E-17,0.99726,0.0139556,0.0350513,-0.608%,
1025,129.097,0.991223,-3.74E-17,0.997298,0.0139534,0.0350724,-0.608%,
1026,128.298,0.991261,1.87E-16,0.997336,0.0139512,0.0350935,-0.608%,
1027,127.379,0.991299,1.49E-16,0.997374,0.013949,0.0351146,-0.608%,
1028,127.418,0.991337,1.87E-16,0.997413,0.0139468,0.0351357,-0.608%,
1029,127.712,0.991374,1.12E-16,0.997451,0.0139447,0.0351568,-0.608%,
1030,127.341,0.991412,7.47E-17,0.997489,0.0139425,0.0351779,-0.608%,
1031,128.17,0.99145,7.47E-17,0.997527,0.0139403,0.035199,-0.608%,
1032,128.504,0.991488,1.49E-16,0.997565,0.0139381,0.0352201,-0.608%,
1033,127.161,0.991526,1.49E-16,0.997603,0.0139359,0.0352412,-0.608%,
1034,126.327,0.991564,3.74E-16,0.997641,0.0139337,0.0352623,-0.608%,
1035,127.474,0.991602,1.12E-16,0.997679,0.0139315,0.0352834,-0.608%,
1036,125.497,0.991639,2.24E-16,0.997717,0.0139293,0.0353045,-0.608%,
1037,125.804,0.991677,3.36E-16,0.997755,0.0139271,0.0353257,-0.608%,
1038,126.292,0.991715,3.36E-16,0.997793,0.0139249,0.0353468,-0.608%,
1039,126.05,0.991753,3.36E-16,0.997832,0.0139227,0.0353679,-0.608%,
1040,124.457,0.991791,1.49E-16,0.99787,0.0139205,0.035389,-0.608%,
1041,127.717,0.991829,1.12E-16,0.997908,0.0139184,0.0354101,-0.608%,
1042,127.763,0.991866,3.74E-17,0.997946,0.0139162,0.0354312,-0.608%,
1043,129.037,0.991904,0,0.997984,0.013914,0.0354523,-0.608%,
1044,128.554,0.991942,3.74E-17,0.998022,0.0139118,0.0354734,-0.608%,
1045,128.023,0.99198,1.12E-16,0.99806,0.0139096,0.0354945,-0.608%,
1046,127.448,0.992018,1.87E-16,0.998098,0.0139074,0.0355156,-0.608%,
1047,127.628,0.992055,1.87E-16,0.998136,0.0139052,0.0355367,-0.608%,
1048,126.301,0.992093,2.61E-16,0.998174,0.013903,0.0355578,-0.608%,
1049,125.126,0.992131,1.12E-16,0.998212,0.0139008,0.0355789,-0.608%,
1050,124.962,0.992169,7.47E-17,0.99825,0.0138986,0.000683264,-0.608%,
1051,126.072,0.992206,1.49E-16,0.998288,0.0138964,0.000637863,-0.608%,
1052,124.616,0.992244,3.74E-17,0.998326,0.0138942,0.000592462,-0.608%,
1053,123.826,0.992282,3.74E-17,0.998364,0.0138921,0.000547061,-0.608%,
1054,123.371,0.99232,3.74E-17,0.998402,0.0138899,0.00050166,-0.608%,
1055,122.342,0.992358,3.74E-17,0.99844,0.0138877,0.000456259,-0.608%,
1056,122.119,0.992395,1.12E-16,0.998478,0.0138855,0.000410858,-0.608%,
1057,123.341,0.992433,3.74E-17,0.998516,0.0138833,0.000365457,-0.608%,
1058,123.9,0.992471,0,0.998554,0.0138811,0.000320056,-0.608%,
1059,125.478,0.992509,1.12E-16,0.998592,0.0138789,0.000274655,-0.608%,
1060,125.725,0.992546,1.87E-16,0.99863,0.0138767,0.000229254,-0.608%,
1061,124.445,0.992584,7.47E-17,0.998668,0.0138745,0.000183853,-0.608%,
1062,125.478,0.992622,1.12E-16,0.998706,0.0138723,0.000138452,-0.608%,
1063,126.312,0.992659,1.87E-16,0.998744,0.0138701,9.31E-05,-0.608%,
1064,125.373,0.992697,7.47E-17,0.998782,0.0138679,4.77E-05,-0.608%,
1065,126.643,0.992735,2.24E-16,0.998819,0.0138658,2.25E-06,-0.608%,
1066,125.74,0.992773,2.61E-16,0.998857,0.0138636,-4.32E-05,-0.608%,
1067,127.595,0.99281,1.49E-16,0.998895,0.0138614,-8.86E-05,-0.609%,
1068,128.542,0.992848,1.49E-16,0.998933,0.0138592,-0.000133953,-0.609%,
1069,127.596,0.992886,1.12E-16,0.998971,0.013857,-0.000179354,-0.609%,
1070,128.539,0.992923,7.47E-17,0.999009,0.0138548,-0.000224755,-0.609%,
1071,128.462,0.992961,3.74E-17,0.999047,0.0138526,-0.000270156,-0.609%,
1072,128.293,0.992999,3.74E-17,0.999085,0.0138504,-0.000315557,-0.609%,
1073,127.977,0.993036,3.74E-17,0.999123,0.0138482,-0.000360958,-0.609%,
1074,127.335,0.993074,1.12E-16,0.999161,0.013846,-0.000406359,-0.609%,
1075,127.89,0.993112,7.47E-17,0.999199,0.0138438,-0.00045176,-0.609%,
1076,129.489,0.993149,-7.47E-17,0.999237,0.0138416,-0.000497161,-0.609%,
1077,127.961,0.993187,-3.74E-17,0.999274,0.0138395,-0.000542562,-0.609%,
1078,127.458,0.993225,0,0.999312,0.0138373,-0.000587963,-0.609%,
1079,127.998,0.993262,0,0.99935,0.0138351,-0.000633364,-0.609%,
1080,127.716,0.9933,3.74E-17,0.999388,0.0138329,0.0238378,-0.609%,
1081,129.126,0.993338,-1.12E-16,0.999426,0.0138307,0.0238378,-0.609%,
1082,128.31,0.993375,7.47E-17,0.999464,0.0138285,0.0238378,-0.609%,
1083,129.657,0.993413,-7.47E-17,0.999502,0.0138263,0.0238378,-0.609%,
1084,129.765,0.993451,-1.49E-16,0.99954,0.0138241,0.0238378,-0.609%,
1085,128.05,0.993488,3.74E-17,0.999577,0.0138219,0.0238378,-0.609%,
1086,130.184,0.993526,3.74E-17,0.999615,0.0138197,0.0238378,-0.609%,
1087,129.219,0.993563,-3.74E-17,0.999653,0.0138175,0.0238378,-0.609%,
1088,128.657,0.993601,-3.74E-17,0.999691,0.0138153,0.0238378,-0.609%,
1089,125.551,0.993639,3.74E-17,0.999729,0.0138132,0.0238378,-0.609%,
1090,126.628,0.993676,1.49E-16,0.999767,0.013811,0.0238378,-0.609%,
1091,126.995,0.993714,1.12E-16,0.999804,0.0138088,0.0238378,-0.609%,
1092,127.181,0.993751,7.47E-17,0.999842,0.0138066,0.0238378,-0.609%,
1093,128.983,0.993789,-3.74E-17,0.99988,0.0138044,0.0238378,-0.609%,
1094,127.48,0.993827,3.74E-17,0.999918,0.0138022,0.0238378,-0.609%,
1095,126.274,0.993867,3.74E-17,0.999959,0.015,0.0238378,-0.609%,
1096,125.63,0.993908,0,1,0.015,0.0238378,-0.609%,
0_6-th Autocalled,125.63,0.993908,0,1,-0.00609178,,,
