PX%,발행시,6개월후,12개월후,18개월후,24개월후,30개월후,만기,PX,델타(발행시),델타(6개월),델타(12개월),델타(18개월),델타(24개월),델타(30개월),델타(만기),감마(발행시),감마(6개월),감마(12개월),감마(18개월),감마(24개월),감마(30개월),감마(만기),,발행시,6개월후,12개월후,18개월후,24개월후,30개월후,만기,발행시 VEGA,6개월후VEGA,12개월후VEGA,18개월후VEGA,24개월후VEGA,30개월후VEGA,만기VEGA
72%,97.75%,98.33%,98.81%,99.52%,100.23%,101.73%,113.80%,213.998,13.14%,21.54%,28.35%,40.63%,52.19%,84.68%,0.00%,-0.06%,-0.11%,-0.12%,0.10%,0.28%,1.89%,0.00%,,0.978378,0.984281,0.988834,0.995403,1.00194,1.01599,1.138,-0.087%,-0.093%,-0.072%,-0.021%,0.037%,0.132%,0.000%
72%,97.84%,98.48%,99.01%,99.80%,100.59%,102.31%,113.80%,215.484,13.26%,21.75%,28.62%,40.79%,52.33%,83.86%,0.00%,-0.05%,-0.09%,-0.10%,0.13%,0.37%,2.12%,0.00%,,0.979203,0.985626,0.990627,0.997996,1.00532,1.0215,1.138,-0.078%,-0.078%,-0.055%,0.001%,0.061%,0.164%,0.000%
73%,97.93%,98.63%,99.21%,100.08%,100.95%,102.89%,113.80%,216.971,13.40%,21.97%,28.88%,41.01%,52.40%,82.91%,0.00%,-0.06%,-0.09%,-0.09%,0.14%,0.47%,2.43%,0.00%,,0.98003,0.986977,0.992426,1.00059,1.0087,1.02694,1.138,-0.069%,-0.063%,-0.037%,0.023%,0.083%,0.194%,0.000%
74%,98.03%,98.79%,99.40%,100.36%,101.31%,103.45%,113.80%,218.457,13.53%,22.17%,29.13%,41.16%,52.41%,81.66%,0.00%,-0.05%,-0.06%,-0.06%,0.25%,0.58%,2.84%,0.00%,,0.980859,0.988331,0.994231,1.00317,1.01205,1.03227,1.138,-0.060%,-0.048%,-0.019%,0.046%,0.106%,0.223%,0.000%
74%,98.12%,98.94%,99.60%,100.64%,101.67%,104.00%,113.80%,219.943,13.65%,22.35%,29.36%,41.22%,52.32%,80.15%,0.00%,-0.03%,-0.03%,-0.02%,0.33%,0.60%,3.18%,0.00%,,0.98169,0.989689,0.996039,1.00575,1.01539,1.03748,1.138,-0.051%,-0.032%,-0.002%,0.067%,0.127%,0.251%,0.000%
75%,98.21%,99.09%,99.80%,100.92%,102.02%,104.53%,113.80%,221.429,13.75%,22.51%,29.56%,41.28%,52.30%,78.45%,0.00%,-0.01%,0.01%,0.01%,0.39%,0.61%,3.44%,0.00%,,0.982523,0.991049,0.997849,1.00832,1.01871,1.04258,1.138,-0.042%,-0.017%,0.016%,0.088%,0.147%,0.275%,0.000%
75%,98.30%,99.24%,100.00%,101.20%,102.37%,105.05%,113.80%,222.915,13.85%,22.64%,29.74%,41.25%,52.20%,76.58%,0.00%,0.01%,0.03%,0.08%,0.45%,0.84%,3.71%,0.00%,,0.983356,0.99241,0.99966,1.01087,1.022,1.04754,1.138,-0.033%,-0.002%,0.033%,0.109%,0.168%,0.298%,0.000%
75%,98.40%,99.39%,100.20%,101.47%,102.71%,105.55%,113.80%,224.401,13.93%,22.77%,29.84%,41.23%,51.87%,74.52%,0.00%,0.01%,0.06%,0.14%,0.51%,0.97%,3.99%,0.00%,,0.98419,0.993771,1.00147,1.01341,1.02526,1.05236,1.138,-0.024%,0.012%,0.050%,0.129%,0.188%,0.318%,0.000%
76%,98.49%,99.54%,100.39%,101.74%,103.06%,106.04%,113.80%,225.887,14.02%,22.87%,29.95%,41.12%,51.61%,72.28%,0.00%,0.02%,0.10%,0.07%,0.64%,0.98%,4.16%,0.00%,,0.985023,0.99513,1.00328,1.01593,1.02848,1.05703,1.138,-0.015%,0.027%,0.066%,0.149%,0.207%,0.336%,0.000%
76%,98.58%,99.69%,100.59%,102.01%,103.39%,106.51%,113.80%,227.373,14.08%,22.94%,30.14%,40.93%,51.26%,70.00%,0.00%,0.05%,0.12%,0.12%,0.70%,1.11%,4.27%,0.00%,,0.985856,0.996487,1.00508,1.01843,1.03168,1.06155,1.138,-0.006%,0.042%,0.083%,0.168%,0.225%,0.350%,0.000%
77%,98.67%,99.84%,100.79%,102.28%,103.73%,106.95%,113.80%,228.859,14.14%,23.01%,30.19%,40.74%,50.82%,67.61%,0.00%,0.06%,0.12%,0.30%,0.78%,1.20%,4.52%,0.00%,,0.986687,0.99784,1.00688,1.0209,1.03483,1.0659,1.138,0.003%,0.056%,0.100%,0.187%,0.242%,0.364%,0.000%
77%,98.76%,99.99%,100.98%,102.54%,104.05%,107.38%,113.80%,230.345,14.19%,23.08%,30.14%,40.44%,50.36%,65.00%,0.00%,0.08%,0.19%,0.31%,0.91%,1.33%,4.70%,0.00%,,0.987517,0.999189,1.00867,1.02335,1.03794,1.07009,1.138,0.012%,0.070%,0.116%,0.205%,0.259%,0.374%,0.000%
78%,98.85%,100.14%,101.18%,102.80%,104.38%,107.79%,113.80%,231.832,14.22%,23.07%,30.18%,40.08%,49.75%,62.38%,0.00%,0.09%,0.29%,0.30%,0.90%,1.45%,4.85%,0.00%,,0.988344,1.00053,1.01045,1.02578,1.041,1.07412,1.138,0.020%,0.085%,0.132%,0.221%,0.275%,0.381%,0.000%
79%,98.95%,100.29%,101.37%,103.05%,104.69%,108.18%,113.80%,233.318,14.26%,23.00%,30.15%,39.80%,49.14%,59.59%,0.00%,0.11%,0.29%,0.42%,0.98%,1.59%,4.97%,0.00%,,0.989168,1.00187,1.01223,1.02817,1.04401,1.07796,1.138,0.029%,0.098%,0.147%,0.237%,0.290%,0.387%,0.000%
79%,99.04%,100.43%,101.56%,103.31%,105.00%,108.55%,113.80%,234.804,14.27%,22.99%,30.02%,39.34%,48.35%,56.80%,0.00%,0.14%,0.31%,0.50%,1.12%,1.81%,4.99%,0.00%,,0.989989,1.00319,1.01399,1.03052,1.04696,1.08162,1.138,0.037%,0.112%,0.162%,0.254%,0.305%,0.390%,0.000%
80%,99.13%,100.58%,101.75%,103.55%,105.30%,108.90%,113.80%,236.29,14.26%,22.90%,29.89%,38.88%,47.46%,53.98%,0.00%,0.16%,0.38%,0.44%,1.14%,1.83%,5.12%,0.00%,,0.990805,1.00451,1.01573,1.03284,1.04986,1.08511,1.138,0.046%,0.125%,0.177%,0.268%,0.317%,0.391%,0.000%
80%,99.22%,100.72%,101.94%,103.80%,105.60%,109.23%,113.80%,237.776,14.25%,22.80%,29.84%,38.40%,46.64%,51.04%,0.00%,0.17%,0.38%,0.45%,1.28%,1.79%,5.06%,0.00%,,0.991617,1.00581,1.01746,1.03512,1.05269,1.08841,1.138,0.054%,0.138%,0.191%,0.283%,0.329%,0.390%,0.000%
80%,99.30%,100.86%,102.12%,104.03%,105.89%,109.54%,113.80%,239.262,14.23%,22.70%,29.71%,37.76%,45.81%,48.30%,0.00%,0.18%,0.45%,0.65%,1.36%,1.94%,4.86%,0.00%,,0.992424,1.00711,1.01917,1.03736,1.05546,1.09154,1.138,0.062%,0.150%,0.206%,0.296%,0.340%,0.386%,0.000%
81%,99.39%,101.00%,102.31%,104.26%,106.17%,109.83%,113.80%,240.748,14.20%,22.52%,29.40%,37.18%,44.80%,45.61%,0.00%,0.19%,0.46%,0.72%,1.31%,2.10%,4.79%,0.00%,,0.993225,1.00839,1.02087,1.03955,1.05816,1.0945,1.138,0.070%,0.162%,0.219%,0.309%,0.351%,0.381%,0.000%
81%,99.48%,101.14%,102.49%,104.49%,106.44%,110.10%,113.80%,242.234,14.17%,22.41%,29.18%,36.60%,43.77%,42.95%,0.00%,0.21%,0.47%,0.66%,1.33%,2.06%,4.72%,0.00%,,0.99402,1.00965,1.02254,1.04171,1.0608,1.09729,1.138,0.078%,0.174%,0.232%,0.320%,0.359%,0.374%,0.000%
82%,99.57%,101.28%,102.66%,104.71%,106.70%,110.36%,113.80%,243.72,14.11%,22.22%,28.95%,36.00%,42.81%,40.35%,0.00%,0.23%,0.54%,0.68%,1.42%,2.10%,4.65%,0.00%,,0.994809,1.0109,1.02419,1.04382,1.06337,1.09992,1.138,0.085%,0.186%,0.245%,0.331%,0.367%,0.366%,0.000%
82%,99.65%,101.41%,102.84%,104.93%,106.96%,110.60%,113.80%,245.206,14.05%,22.02%,28.70%,35.30%,41.73%,37.77%,0.00%,0.24%,0.55%,0.76%,1.57%,2.26%,4.50%,0.00%,,0.995591,1.01214,1.02583,1.04588,1.06587,1.10238,1.138,0.093%,0.196%,0.256%,0.342%,0.374%,0.357%,0.000%
83%,99.74%,101.54%,103.01%,105.14%,107.21%,110.82%,113.80%,246.693,13.99%,21.82%,28.38%,34.52%,40.58%,35.35%,0.00%,0.26%,0.68%,0.96%,1.64%,2.40%,4.47%,0.00%,,0.996366,1.01336,1.02743,1.04789,1.06829,1.1047,1.138,0.100%,0.207%,0.269%,0.352%,0.381%,0.346%,0.000%
84%,99.82%,101.67%,103.18%,105.35%,107.45%,111.02%,113.80%,248.179,13.91%,21.46%,27.89%,33.74%,39.33%,32.82%,0.00%,0.27%,0.83%,1.04%,1.73%,2.43%,4.45%,0.00%,,0.997133,1.01456,1.02901,1.04986,1.07065,1.10686,1.138,0.107%,0.217%,0.280%,0.360%,0.385%,0.335%,0.000%
84%,99.90%,101.80%,103.35%,105.55%,107.68%,111.21%,113.80%,249.665,13.83%,21.09%,27.47%,32.85%,38.14%,30.41%,0.00%,0.27%,0.78%,0.99%,1.83%,2.40%,4.16%,0.00%,,0.997893,1.01573,1.03056,1.05177,1.07292,1.10887,1.138,0.114%,0.227%,0.290%,0.368%,0.389%,0.322%,0.000%
85%,99.99%,101.92%,103.51%,105.74%,107.90%,111.38%,113.80%,251.151,13.76%,20.79%,27.04%,31.94%,36.93%,28.22%,0.00%,0.33%,0.79%,1.07%,1.79%,2.43%,3.93%,0.00%,,0.998644,1.01688,1.03208,1.05362,1.07512,1.11073,1.138,0.121%,0.236%,0.300%,0.375%,0.392%,0.310%,0.000%
85%,100.07%,102.05%,103.67%,105.92%,108.12%,111.54%,113.80%,252.637,13.60%,20.40%,26.52%,31.11%,35.70%,26.10%,0.00%,0.35%,0.87%,1.08%,1.73%,2.46%,3.83%,0.00%,,0.999387,1.01801,1.03357,1.05542,1.07725,1.11247,1.138,0.127%,0.245%,0.309%,0.381%,0.393%,0.296%,0.000%
85%,100.15%,102.16%,103.82%,106.10%,108.32%,111.69%,113.80%,254.123,13.51%,20.01%,26.08%,30.27%,34.46%,24.03%,0.00%,0.22%,0.88%,1.10%,1.83%,2.49%,3.66%,0.00%,,1.00012,1.01912,1.03503,1.05717,1.07929,1.11407,1.138,0.133%,0.252%,0.317%,0.386%,0.395%,0.283%,0.000%
86%,100.22%,102.28%,103.97%,106.28%,108.52%,111.82%,113.80%,255.609,13.50%,19.61%,25.54%,29.33%,33.20%,22.10%,0.00%,0.30%,0.89%,1.26%,2.00%,2.51%,3.40%,0.00%,,1.00085,1.0202,1.03645,1.05886,1.08127,1.11556,1.138,0.139%,0.260%,0.326%,0.391%,0.394%,0.268%,0.000%
86%,100.30%,102.39%,104.12%,106.44%,108.71%,111.95%,113.80%,257.095,13.32%,19.20%,24.91%,28.29%,31.92%,20.33%,0.00%,0.45%,0.90%,1.27%,1.95%,2.54%,3.22%,0.00%,,1.00156,1.02126,1.03784,1.06049,1.08316,1.11693,1.138,0.146%,0.266%,0.333%,0.395%,0.394%,0.254%,0.000%
87%,100.38%,102.50%,104.26%,106.60%,108.89%,112.06%,113.80%,258.581,13.14%,18.79%,24.36%,27.41%,30.63%,18.62%,0.00%,0.38%,0.99%,1.22%,1.82%,2.51%,3.03%,0.00%,,1.00227,1.02229,1.0392,1.06207,1.08498,1.11819,1.138,0.151%,0.273%,0.339%,0.397%,0.392%,0.240%,0.000%
87%,100.45%,102.61%,104.40%,106.76%,109.06%,112.16%,113.80%,260.067,13.03%,18.28%,23.79%,26.51%,29.39%,17.06%,0.00%,0.39%,1.00%,1.31%,2.00%,2.46%,2.84%,0.00%,,1.00297,1.0233,1.04052,1.0636,1.08673,1.11935,1.138,0.156%,0.278%,0.345%,0.399%,0.389%,0.226%,0.000%
88%,100.53%,102.71%,104.53%,106.91%,109.23%,112.25%,113.80%,261.554,12.84%,17.86%,23.14%,25.43%,28.15%,15.57%,0.00%,0.46%,1.08%,1.46%,2.08%,2.62%,2.71%,0.00%,,1.00366,1.02428,1.04181,1.06507,1.0884,1.12042,1.138,0.161%,0.283%,0.350%,0.400%,0.386%,0.212%,0.000%
89%,100.60%,102.81%,104.66%,107.05%,109.38%,112.34%,113.80%,263.04,12.66%,17.26%,22.39%,24.43%,26.73%,14.16%,0.00%,0.39%,1.25%,1.56%,2.03%,2.73%,2.58%,0.00%,,1.00433,1.02523,1.04306,1.06648,1.08999,1.1214,1.138,0.166%,0.288%,0.354%,0.400%,0.383%,0.198%,0.000%
89%,100.67%,102.91%,104.78%,107.18%,109.53%,112.41%,113.80%,264.526,12.55%,16.64%,21.63%,23.41%,25.37%,12.82%,0.00%,0.48%,1.27%,1.58%,2.14%,2.61%,2.46%,0.00%,,1.005,1.02615,1.04426,1.06783,1.09151,1.12228,1.138,0.170%,0.291%,0.358%,0.400%,0.377%,0.186%,0.000%
90%,100.74%,103.00%,104.90%,107.31%,109.67%,112.48%,113.80%,266.012,12.26%,16.02%,20.85%,22.29%,24.08%,11.55%,0.00%,0.64%,1.28%,1.52%,2.16%,2.64%,2.24%,0.00%,,1.00565,1.02703,1.04543,1.06912,1.09295,1.12309,1.138,0.175%,0.295%,0.360%,0.399%,0.372%,0.173%,0.000%
90%,100.81%,103.09%,105.02%,107.43%,109.80%,112.54%,113.80%,267.498,11.97%,15.39%,20.16%,21.24%,22.68%,10.44%,0.00%,0.49%,1.22%,1.54%,2.03%,2.59%,2.03%,0.00%,,1.00628,1.02788,1.04655,1.07036,1.09431,1.12383,1.138,0.179%,0.297%,0.362%,0.396%,0.366%,0.160%,0.000%
90%,100.87%,103.17%,105.13%,107.55%,109.92%,112.60%,113.80%,268.984,11.86%,14.84%,19.37%,20.27%,21.45%,9.41%,0.00%,0.41%,1.23%,1.64%,2.05%,2.46%,1.97%,0.00%,,1.00691,1.02871,1.04763,1.07154,1.0956,1.12449,1.138,0.182%,0.298%,0.364%,0.393%,0.359%,0.149%,0.000%
91%,100.94%,103.25%,105.23%,107.66%,110.03%,112.65%,113.80%,270.47,11.65%,14.20%,18.57%,19.20%,20.20%,8.37%,0.00%,0.50%,1.24%,1.57%,2.07%,2.48%,1.82%,0.00%,,1.00752,1.0295,1.04867,1.07266,1.09682,1.12509,1.138,0.186%,0.299%,0.364%,0.390%,0.352%,0.138%,0.000%
91%,101.00%,103.33%,105.33%,107.76%,110.14%,112.69%,113.80%,271.956,11.44%,13.63%,17.84%,18.21%,18.94%,7.50%,0.00%,0.50%,1.17%,1.59%,1.93%,2.43%,1.51%,0.00%,,1.00812,1.03026,1.04967,1.07373,1.09797,1.12564,1.138,0.189%,0.299%,0.364%,0.385%,0.344%,0.126%,0.000%
92%,101.06%,103.40%,105.43%,107.86%,110.24%,112.73%,113.80%,273.442,11.22%,13.06%,17.02%,17.30%,17.76%,6.81%,0.00%,0.60%,1.27%,1.61%,1.95%,2.37%,1.36%,0.00%,,1.00871,1.03099,1.05063,1.07474,1.09906,1.12613,1.138,0.192%,0.299%,0.363%,0.381%,0.335%,0.116%,0.000%
92%,101.12%,103.47%,105.52%,107.95%,110.33%,112.76%,113.80%,274.928,10.91%,12.39%,16.28%,16.28%,16.55%,6.10%,0.00%,0.77%,1.37%,1.54%,2.06%,2.31%,1.37%,0.00%,,1.00928,1.03169,1.05155,1.07571,1.10007,1.12657,1.138,0.195%,0.298%,0.361%,0.375%,0.327%,0.107%,0.000%
93%,101.18%,103.53%,105.60%,108.03%,110.42%,112.80%,113.80%,276.415,10.51%,11.71%,15.53%,15.25%,15.43%,5.39%,0.00%,0.86%,1.38%,1.72%,2.07%,2.24%,1.30%,0.00%,,1.00984,1.03236,1.05243,1.07662,1.10103,1.12697,1.138,0.197%,0.296%,0.359%,0.369%,0.317%,0.098%,0.000%
94%,101.24%,103.59%,105.68%,108.11%,110.50%,112.82%,113.80%,277.901,10.10%,11.03%,14.59%,14.21%,14.31%,4.77%,0.00%,0.87%,1.48%,1.92%,2.09%,2.27%,1.05%,0.00%,,1.01038,1.03299,1.05326,1.07748,1.10192,1.12733,1.138,0.198%,0.294%,0.357%,0.362%,0.308%,0.089%,0.000%
94%,101.29%,103.65%,105.76%,108.18%,110.57%,112.85%,113.80%,279.387,9.68%,10.25%,13.63%,13.16%,13.16%,4.32%,0.00%,0.97%,1.50%,1.77%,2.03%,2.21%,0.97%,0.00%,,1.01089,1.03359,1.05405,1.07828,1.10274,1.12765,1.138,0.200%,0.291%,0.353%,0.355%,0.299%,0.081%,0.000%
95%,101.34%,103.70%,105.83%,108.25%,110.64%,112.87%,113.80%,280.873,9.17%,9.55%,12.85%,12.19%,12.10%,3.78%,0.00%,1.07%,1.43%,1.61%,1.96%,2.14%,0.98%,0.00%,,1.01139,1.03415,1.0548,1.07903,1.10351,1.12794,1.138,0.200%,0.287%,0.348%,0.347%,0.289%,0.074%,0.000%
95%,101.39%,103.75%,105.89%,108.31%,110.70%,112.89%,113.80%,282.359,8.65%,8.84%,12.07%,11.21%,11.02%,3.33%,0.00%,0.99%,1.44%,1.71%,1.90%,2.08%,0.81%,0.00%,,1.01186,1.03467,1.05551,1.07973,1.10422,1.1282,1.138,0.200%,0.284%,0.343%,0.339%,0.279%,0.066%,0.000%
95%,101.43%,103.80%,105.96%,108.37%,110.76%,112.90%,113.80%,283.845,8.21%,8.12%,11.17%,10.31%,10.03%,2.96%,0.00%,0.91%,1.37%,1.73%,1.73%,1.92%,0.73%,0.00%,,1.0123,1.03517,1.05617,1.08039,1.10488,1.12842,1.138,0.200%,0.278%,0.338%,0.329%,0.268%,0.061%,0.000%
96%,101.47%,103.84%,106.01%,108.42%,110.81%,112.92%,113.80%,285.331,7.78%,7.49%,10.37%,9.50%,9.12%,2.59%,0.00%,0.92%,1.29%,1.57%,1.75%,1.84%,0.65%,0.00%,,1.01273,1.03563,1.0568,1.081,1.10548,1.12863,1.138,0.199%,0.273%,0.331%,0.320%,0.258%,0.054%,0.000%
96%,101.51%,103.87%,106.06%,108.47%,110.85%,112.93%,113.80%,286.817,7.33%,6.85%,9.65%,8.59%,8.20%,2.32%,0.00%,0.84%,1.30%,1.49%,1.77%,1.86%,0.56%,0.00%,,1.01313,1.03606,1.05738,1.08156,1.10603,1.12881,1.138,0.198%,0.267%,0.325%,0.311%,0.248%,0.049%,0.000%
97%,101.55%,103.91%,106.11%,108.51%,110.89%,112.94%,113.80%,288.303,6.98%,6.21%,8.92%,7.76%,7.28%,2.04%,0.00%,0.85%,1.22%,1.51%,1.60%,1.79%,0.57%,0.00%,,1.01352,1.03646,1.05793,1.08208,1.10654,1.12897,1.138,0.196%,0.261%,0.318%,0.301%,0.237%,0.044%,0.000%
97%,101.58%,103.94%,106.16%,108.55%,110.93%,112.95%,113.80%,289.789,6.53%,5.65%,8.19%,7.02%,6.43%,1.75%,0.00%,1.14%,1.14%,1.62%,1.62%,1.62%,0.48%,0.00%,,1.01388,1.03683,1.05845,1.08256,1.107,1.12911,1.138,0.195%,0.254%,0.310%,0.291%,0.226%,0.040%,0.000%
98%,101.62%,103.97%,106.20%,108.58%,110.96%,112.96%,113.80%,291.276,5.88%,5.09%,7.35%,6.17%,5.68%,1.57%,0.00%,1.34%,1.34%,1.63%,1.63%,1.53%,0.38%,0.00%,,1.01423,1.03718,1.05893,1.083,1.10741,1.12924,1.138,0.192%,0.247%,0.302%,0.281%,0.216%,0.035%,0.000%
99%,101.64%,103.99%,106.23%,108.61%,110.98%,112.97%,113.80%,292.762,5.22%,4.33%,6.60%,5.42%,4.93%,1.38%,0.00%,1.36%,1.45%,1.45%,1.45%,1.45%,0.39%,0.00%,,1.01455,1.03749,1.05937,1.0834,1.10779,1.12935,1.138,0.188%,0.240%,0.293%,0.270%,0.205%,0.032%,0.000%
99%,101.67%,104.01%,106.26%,108.64%,111.01%,112.97%,113.80%,294.248,4.55%,3.66%,5.94%,4.75%,4.26%,1.19%,0.00%,1.47%,1.27%,1.47%,1.37%,1.37%,0.39%,0.00%,,1.01483,1.03778,1.05977,1.08376,1.10812,1.12945,1.138,0.185%,0.231%,0.285%,0.260%,0.195%,0.028%,0.000%
100%,101.69%,104.03%,106.29%,108.66%,111.03%,112.98%,113.80%,295.734,3.78%,3.08%,5.17%,4.08%,3.58%,1.00%,0.00%,1.39%,1.19%,1.49%,1.39%,1.39%,0.30%,0.00%,,1.01508,1.03803,1.06015,1.08409,1.10842,1.12953,1.138,0.181%,0.223%,0.275%,0.249%,0.185%,0.026%,0.000%
100%,101.71%,104.04%,106.31%,108.68%,111.04%,112.98%,113.80%,297.22,3.20%,2.50%,4.50%,3.40%,2.90%,0.90%,0.00%,1.20%,1.10%,1.30%,1.40%,1.30%,0.20%,0.00%,,1.01531,1.03826,1.06048,1.08439,1.10868,1.12961,1.138,0.175%,0.214%,0.266%,0.238%,0.175%,0.022%,0.000%
100%,101.72%,104.05%,106.34%,108.69%,111.06%,112.99%,113.80%,298.706,2.61%,2.01%,3.92%,2.71%,2.31%,0.80%,0.00%,1.21%,1.01%,1.21%,1.21%,1.21%,0.30%,0.00%,,1.0155,1.03846,1.06079,1.08465,1.10891,1.12968,1.138,0.171%,0.205%,0.256%,0.227%,0.165%,0.020%,0.000%
101%,101.73%,104.06%,106.35%,108.70%,111.07%,112.99%,113.80%,300.192,2.02%,1.52%,3.33%,2.22%,1.72%,0.61%,0.00%,1.02%,1.02%,1.22%,1.02%,1.12%,0.20%,0.00%,,1.01568,1.03863,1.06107,1.08488,1.1091,1.12974,1.138,0.164%,0.197%,0.246%,0.216%,0.156%,0.017%,0.000%
101%,101.74%,104.07%,106.37%,108.71%,111.07%,112.99%,113.80%,301.678,1.62%,1.02%,2.74%,1.73%,1.22%,0.61%,0.00%,0.93%,0.93%,1.13%,1.03%,0.93%,0.10%,0.00%,,1.01582,1.03878,1.06132,1.08509,1.10927,1.12979,1.138,0.159%,0.188%,0.236%,0.205%,0.146%,0.015%,0.000%
102%,101.75%,104.07%,106.38%,108.72%,111.08%,113.00%,113.80%,303.164,1.12%,0.61%,2.24%,1.22%,0.82%,0.51%,0.00%,1.04%,0.83%,1.04%,0.94%,0.94%,0.21%,0.00%,,1.01595,1.03892,1.06154,1.08526,1.10941,1.12983,1.138,0.153%,0.178%,0.226%,0.195%,0.137%,0.014%,0.000%
102%,101.75%,104.07%,106.39%,108.73%,111.08%,113.00%,113.80%,304.65,0.61%,0.20%,1.74%,0.82%,0.31%,0.41%,0.00%,0.95%,0.74%,1.05%,0.84%,0.95%,0.11%,0.00%,,1.01606,1.03903,1.06174,1.08542,1.10953,1.12987,1.138,0.146%,0.169%,0.216%,0.184%,0.128%,0.012%,0.000%
103%,101.75%,104.07%,106.40%,108.73%,111.08%,113.00%,113.80%,306.137,0.21%,-0.10%,1.24%,0.41%,-0.10%,0.41%,0.00%,0.85%,0.64%,0.95%,0.85%,0.74%,0.11%,0.00%,,1.01615,1.03913,1.06192,1.08555,1.10963,1.1299,1.138,0.139%,0.159%,0.205%,0.174%,0.118%,0.011%,0.000%
104%,101.75%,104.07%,106.40%,108.73%,111.08%,113.00%,113.80%,307.623,-0.21%,-0.41%,0.83%,0.00%,-0.41%,0.31%,0.00%,0.75%,0.64%,0.86%,0.86%,0.64%,0.11%,0.00%,,1.01622,1.0392,1.06207,1.08566,1.1097,1.12993,1.138,0.132%,0.151%,0.195%,0.164%,0.110%,0.010%,0.000%
104%,101.75%,104.07%,106.41%,108.73%,111.08%,113.00%,113.80%,309.109,-0.52%,-0.73%,0.42%,-0.42%,-0.73%,0.31%,0.00%,0.65%,0.65%,0.76%,0.76%,0.65%,0.00%,0.00%,,1.01626,1.03926,1.0622,1.08575,1.10975,1.12996,1.138,0.126%,0.142%,0.185%,0.154%,0.102%,0.008%,0.000%
105%,101.75%,104.06%,106.41%,108.73%,111.07%,113.01%,113.80%,310.595,-0.84%,-1.05%,0.10%,-0.73%,-1.05%,0.31%,0.00%,0.66%,0.55%,0.76%,0.55%,0.66%,0.22%,0.00%,,1.0163,1.03931,1.06231,1.08582,1.10979,1.12998,1.138,0.119%,0.133%,0.175%,0.144%,0.094%,0.008%,0.000%
105%,101.74%,104.06%,106.41%,108.72%,111.07%,113.01%,113.80%,312.081,-1.16%,-1.26%,-0.32%,-0.95%,-1.37%,0.11%,0.00%,0.66%,0.44%,0.77%,0.55%,0.55%,0.22%,0.00%,,1.01631,1.03934,1.0624,1.08588,1.1098,1.13,1.138,0.113%,0.124%,0.166%,0.134%,0.087%,0.007%,0.000%
105%,101.74%,104.05%,106.40%,108.72%,111.06%,113.01%,113.80%,313.567,-1.48%,-1.48%,-0.63%,-1.27%,-1.58%,0.11%,0.00%,0.56%,0.45%,0.56%,0.56%,0.45%,-0.11%,0.00%,,1.01632,1.03936,1.06248,1.08592,1.10981,1.13002,1.138,0.106%,0.116%,0.155%,0.125%,0.079%,0.005%,0.000%
106%,101.73%,104.04%,106.40%,108.71%,111.05%,113.01%,113.80%,315.053,-1.70%,-1.70%,-0.85%,-1.48%,-1.80%,0.21%,0.00%,0.34%,0.34%,0.56%,0.34%,0.34%,0.00%,0.00%,,1.01631,1.03936,1.06253,1.08594,1.1098,1.13003,1.138,0.099%,0.108%,0.147%,0.116%,0.072%,0.005%,0.000%
106%,101.72%,104.04%,106.40%,108.70%,111.04%,113.01%,113.80%,316.539,-1.81%,-1.81%,-1.17%,-1.60%,-1.92%,0.11%,0.00%,0.34%,0.23%,0.57%,0.34%,0.23%,0.11%,0.00%,,1.01629,1.03936,1.06258,1.08595,1.10978,1.13005,1.138,0.093%,0.100%,0.137%,0.108%,0.065%,0.004%,0.000%
107%,101.71%,104.03%,106.39%,108.70%,111.03%,113.01%,113.80%,318.025,-2.03%,-1.93%,-1.39%,-1.82%,-2.03%,0.11%,0.00%,0.34%,0.11%,0.46%,0.34%,0.34%,0.00%,0.00%,,1.01626,1.03935,1.06261,1.08596,1.10974,1.13006,1.138,0.087%,0.092%,0.128%,0.099%,0.060%,0.003%,0.000%
108%,101.70%,104.02%,106.38%,108.69%,111.02%,113.01%,113.80%,319.512,-2.15%,-1.93%,-1.61%,-1.93%,-2.26%,0.11%,0.00%,0.12%,0.12%,0.35%,0.12%,0.35%,0.00%,0.00%,,1.01622,1.03933,1.06262,1.08595,1.1097,1.13007,1.138,0.081%,0.085%,0.120%,0.091%,0.054%,0.003%,0.000%
108%,101.69%,104.01%,106.37%,108.68%,111.01%,113.01%,113.80%,320.998,-2.16%,-2.05%,-1.73%,-1.94%,-2.38%,0.11%,0.00%,0.00%,0.23%,0.23%,0.12%,0.12%,0.00%,0.00%,,1.01618,1.0393,1.06263,1.08593,1.10965,1.13008,1.138,0.075%,0.079%,0.111%,0.084%,0.048%,0.002%,0.000%
109%,101.68%,104.00%,106.37%,108.67%,111.00%,113.01%,113.80%,322.484,-2.17%,-2.17%,-1.84%,-2.06%,-2.39%,0.11%,0.00%,0.12%,0.00%,0.24%,0.35%,0.00%,0.12%,0.00%,,1.01613,1.03927,1.06263,1.08591,1.1096,1.13008,1.138,0.070%,0.072%,0.103%,0.077%,0.042%,0.003%,0.000%
109%,101.67%,103.99%,106.36%,108.66%,110.99%,113.01%,113.80%,323.97,-2.29%,-2.07%,-1.96%,-2.29%,-2.40%,0.00%,0.00%,0.12%,-0.12%,0.24%,0.24%,0.12%,0.12%,0.00%,,1.01608,1.03924,1.06262,1.08587,1.10953,1.13009,1.138,0.065%,0.065%,0.095%,0.071%,0.038%,0.002%,0.000%
