tau,s_tmp,cash,delta,pv,r_for,q,PL,delta,,
431,170.02,-0.0850735,0.00369278,0.556817,0.014866,0.00038566,-1.40%,0.627846456,,
432,166.405,-0.0773046,0.00364608,0.54349,0.0148595,0.000289116,-1.41%,0.606725942,,
433,163.578,-0.0699316,0.00360099,0.533207,0.0148529,0.000192573,-1.41%,0.589042742,,
434,163.146,-0.0697554,0.00359989,0.531615,0.0148463,0.000096029,-1.41%,0.587307654,,
435,166.368,-0.0769116,0.00364289,0.543232,0.0148397,-5.14657E-07,-1.41%,0.606060324,,
436,163.115,-0.0695399,0.00359767,0.531429,0.0148332,-9.70583E-05,-1.41%,0.586833942,,
437,164.615,-0.0729529,0.00361839,0.536794,0.0148266,-0.000193602,-1.41%,0.59564127,,
438,163.779,-0.0691956,0.00359542,0.533743,0.01482,-0.000290146,-1.41%,0.588854292,,
439,163.311,-0.0690136,0.00359429,0.532017,0.0148134,-0.000386689,-1.40%,0.586987094,,
440,163.742,-0.06883,0.00359315,0.533531,0.0148068,-0.000483233,-1.40%,0.588349567,,
441,164.48,-0.0722432,0.00361387,0.536148,0.0148003,-0.000579777,-1.40%,0.594409338,,
442,161.087,-0.0617589,0.00354877,0.52396,0.0147937,-0.00067632,-1.41%,0.571660713,,
443,165.757,-0.0758906,0.003634,0.540685,0.0147871,-0.000772864,-1.42%,0.602360938,,
444,166.634,-0.0757032,0.00363285,0.543822,0.0147805,-0.000869408,-1.42%,0.605356327,,
445,166.779,-0.0755144,0.00363169,0.544307,0.014774,-0.000965951,-1.41%,0.605689627,,
446,165.432,-0.0716081,0.00360804,0.539384,0.0147674,-0.0010625,-1.41%,0.596885273,,
447,163.471,-0.0678331,0.00358492,0.532277,0.0147608,-0.00115904,-1.41%,0.586030457,,
448,160.818,-0.0608788,0.00354165,0.522785,0.0147542,-0.00125558,-1.41%,0.56956107,,
449,159.818,-0.0606902,0.00354044,0.519211,0.0147477,-0.00135213,-1.41%,0.56582604,,
450,158.476,-0.0573241,0.00351917,0.514448,0.0147411,-0.00144867,-1.41%,0.557703985,,
451,156.313,-0.0511988,0.00347998,0.506854,0.0147345,0.00118377,-1.41%,0.543966114,,
452,155.355,-0.0510221,0.00347884,0.503497,0.0147279,0.0010993,-1.41%,0.540455188,,
453,155.186,-0.0480676,0.0034598,0.502883,0.0147214,0.00101483,-1.40%,0.536912523,,
454,151.475,-0.0428203,0.00342515,0.490074,0.0147148,0.000930365,-1.41%,0.518824596,,
455,151.765,-0.0426581,0.00342408,0.491043,0.0147082,0.000845896,-1.40%,0.519655501,,
456,150.948,-0.0424965,0.00342301,0.488227,0.0147016,0.000761428,-1.40%,0.516696513,,
457,152.581,-0.044876,0.0034386,0.493804,0.0146951,0.000676959,-1.40%,0.524665027,,
458,153.498,-0.044764,0.00343786,0.49694,0.0146885,0.000592491,-1.40%,0.527704634,,
459,153.439,-0.0446518,0.00343712,0.49672,0.0146819,0.000508022,-1.40%,0.527388256,,
460,152.304,-0.0420673,0.00342015,0.492809,0.0146753,0.000423554,-1.40%,0.520902526,,
461,151.537,-0.0419594,0.00341943,0.490164,0.0146688,0.000339085,-1.40%,0.518170164,,
462,151.681,-0.0418513,0.0034187,0.490643,0.0146622,0.000254617,-1.39%,0.518551835,,
463,151.971,-0.0417428,0.00341798,0.491621,0.0146556,0.000170148,-1.39%,0.519433839,,
464,153.366,-0.0441095,0.0034334,0.496386,0.014649,8.56799E-05,-1.39%,0.526566824,,
465,154.279,-0.0466021,0.00344955,0.499512,0.0146425,1.21144E-06,-1.39%,0.532193124,,
466,154.765,-0.0464844,0.00344877,0.50117,0.0146359,-8.32571E-05,-1.39%,0.533748889,,
467,153.546,-0.0437799,0.00343115,0.496956,0.0146293,-0.000167726,-1.39%,0.526839358,,
468,153.1,-0.0436663,0.00343039,0.495405,0.0146227,-0.000252194,-1.39%,0.525192709,,
469,152.052,-0.0411161,0.0034136,0.491801,0.0146162,-0.000336663,-1.39%,0.519044707,,
470,150.854,-0.0410074,0.00341287,0.487701,0.0146096,-0.000421131,-1.39%,0.514845091,,
471,151.257,-0.0408983,0.00341213,0.489056,0.014603,-0.0005056,-1.38%,0.516108547,,
472,150.173,-0.0385112,0.00339622,0.485352,0.0145964,-0.000590068,-1.38%,0.510020546,,
473,149.457,-0.0384069,0.00339551,0.482908,0.0145899,-0.000674537,-1.38%,0.507482738,,
474,150.399,-0.0383019,0.00339479,0.486089,0.0145833,-0.000759005,-1.38%,0.510573021,,
475,148.825,-0.0360683,0.00337976,0.480738,0.0145767,-0.000843474,-1.38%,0.502992782,,
476,147.416,-0.0339786,0.00336557,0.47597,0.0145701,-0.000927942,-1.38%,0.496138867,,
477,147.844,-0.0338834,0.00336491,0.477398,0.0145636,-0.00101241,-1.38%,0.497481754,,
478,145.436,-0.0319464,0.00335157,0.469291,0.014557,-0.00109688,-1.38%,0.487438935,,
479,140.884,-0.0271465,0.00331748,0.454116,0.0145504,-0.00118135,-1.39%,0.467379852,,
480,140.917,-0.027073,0.00331694,0.454214,0.0145438,-0.00126582,-1.39%,0.467413234,,
481,142.079,-0.028548,0.00332903,0.458307,0.0145373,0.188875,-1.39%,0.472985253,,
482,144.74,-0.0301598,0.00334189,0.467419,0.0145307,0.18958,-1.39%,0.483705159,,
483,143.367,-0.028559,0.00333246,0.463072,0.0145241,0.190285,-1.39%,0.477764793,,
484,145.133,-0.0319126,0.0033573,0.469222,0.0145175,0.190989,-1.39%,0.487255021,,
485,145.163,-0.0319151,0.00335907,0.469568,0.014511,0.191694,-1.39%,0.487612678,,
486,146.32,-0.0319179,0.00336085,0.473704,0.0145044,0.192399,-1.39%,0.491759572,,
487,146.329,-0.031921,0.00336264,0.473984,0.0144978,0.193104,-1.39%,0.492051749,,
488,143.835,-0.0301959,0.00335243,0.465853,0.0144912,0.193809,-1.39%,0.482196769,,
489,144.613,-0.0301973,0.00335422,0.46871,0.0144847,0.194514,-1.38%,0.485063817,,
490,142.091,-0.0285944,0.00334472,0.46051,0.0144781,0.195219,-1.39%,0.47525461,,
491,143.851,-0.0302213,0.00335782,0.46665,0.0144715,0.195923,-1.38%,0.483025765,,
492,142.509,-0.0286088,0.00334831,0.462399,0.0144649,0.196628,-1.38%,0.47716431,,
493,144.22,-0.0302458,0.00336146,0.46839,0.0144584,0.197333,-1.38%,0.484789761,,
494,141.06,-0.0271477,0.00334131,0.45805,0.0144518,0.198038,-1.39%,0.471325189,,
495,140.112,-0.0257606,0.00333322,0.455135,0.0144452,0.198743,-1.39%,0.467024121,,
496,141.56,-0.0271611,0.00334493,0.460223,0.0144386,0.199448,-1.39%,0.473508291,,
497,142.656,-0.0286819,0.00335742,0.464148,0.0144321,0.200152,-1.39%,0.478956108,,
498,143.768,-0.030329,0.00337072,0.468143,0.0144255,0.200857,-1.39%,0.484601673,,
499,146.78,-0.034049,0.00339791,0.478586,0.0144189,0.201562,-1.39%,0.49874523,,
500,148.059,-0.0361183,0.00341377,0.483203,0.0144123,0.202267,-1.39%,0.505439372,,
501,144.612,-0.030439,0.00337638,0.471766,0.0144058,0.202972,-1.39%,0.488265065,,
502,144.388,-0.0304433,0.00337829,0.471272,0.0143992,0.203677,-1.39%,0.487784537,,
503,143.695,-0.0304479,0.0033802,0.469192,0.0143926,0.204382,-1.39%,0.485717839,,
504,141.975,-0.0288097,0.00337056,0.463655,0.014386,0.205086,-1.39%,0.478535256,,
505,142.298,-0.0288126,0.00337247,0.465002,0.0143795,0.205791,-1.39%,0.479895736,,
506,144.531,-0.0304944,0.00338601,0.472814,0.0143729,0.206496,-1.39%,0.489383411,,
507,143.902,-0.0304999,0.00338796,0.47095,0.0143663,0.207201,-1.39%,0.48753422,,
508,143.821,-0.0305057,0.00338992,0.470941,0.0143597,0.207906,-1.39%,0.487541684,,
509,144.046,-0.0305117,0.00339189,0.471971,0.0143532,0.208611,-1.39%,0.488588187,,
510,145.446,-0.0322337,0.00340374,0.476717,0.0143466,0.00164239,-1.39%,0.495060368,,
511,145.817,-0.0321378,0.00340309,0.477972,0.01434,0.00153283,-1.39%,0.496228375,,
512,145.773,-0.0320418,0.00340243,0.477811,0.0143334,0.00142328,-1.39%,0.495982428,,
513,145.235,-0.0319463,0.00340178,0.475973,0.0143268,0.00131372,-1.39%,0.494057518,,
514,146.842,-0.033782,0.00341428,0.481436,0.0143203,0.00120417,-1.39%,0.501359704,,
515,146.287,-0.0317607,0.00340047,0.479534,0.0143137,0.00109461,-1.38%,0.497444555,,
516,146.584,-0.0335828,0.0034129,0.480535,0.0143071,0.000985055,-1.38%,0.500276534,,
517,146.819,-0.033481,0.0034122,0.481325,0.0143005,0.000875499,-1.38%,0.500975792,,
518,146.657,-0.0333793,0.00341151,0.480762,0.014294,0.000765944,-1.38%,0.500321822,,
519,145.806,-0.0313852,0.00339783,0.477854,0.0142874,0.000656388,-1.38%,0.495424001,,
520,145.319,-0.0312895,0.00339717,0.476189,0.0142808,0.000546832,-1.38%,0.493673347,,
521,146.879,-0.0330889,0.00340941,0.481482,0.0142742,0.000437276,-1.38%,0.500770731,,
522,146.654,-0.0329871,0.00340871,0.480706,0.0142677,0.000327721,-1.38%,0.499900956,,
523,147.579,-0.0328845,0.00340801,0.483845,0.0142611,0.000218165,-1.38%,0.502950708,,
524,144.897,-0.0309291,0.00339451,0.474717,0.0142545,0.000108609,-1.38%,0.491854315,,
525,143.822,-0.0291197,0.00338192,0.471067,0.0142479,-9.46379E-07,-1.38%,0.486394498,,
526,141.443,-0.026013,0.00335995,0.463042,0.0142414,-0.000110502,-1.38%,0.475241408,,
527,138.48,-0.0234143,0.00334117,0.453101,0.0142348,-0.000220058,-1.38%,0.462685222,,
528,138.373,-0.0233487,0.00334069,0.452736,0.0142282,-0.000329613,-1.38%,0.462261297,,
529,138.445,-0.0232831,0.0033402,0.452968,0.0142216,-0.000439169,-1.38%,0.462433989,,
530,138.118,-0.0232178,0.00333972,0.45187,0.0142151,-0.000548725,-1.38%,0.461275447,,
531,138.409,-0.0231525,0.00333923,0.452832,0.0142085,-0.000658281,-1.38%,0.462179485,,
532,138.533,-0.0230872,0.00333875,0.45324,0.0142019,-0.000767836,-1.38%,0.462527054,,
533,138.373,-0.0230221,0.00333826,0.452698,0.0141953,-0.000877392,-1.38%,0.461925051,,
534,135.077,-0.0209425,0.00332285,0.441715,0.0141888,-0.000986948,-1.38%,0.448840609,,
535,137.34,-0.0218626,0.00332954,0.449239,0.0141822,-0.0010965,-1.38%,0.457279024,,
536,138.154,-0.0228696,0.00333681,0.451942,0.0141756,-0.00120606,-1.38%,0.460993649,,
537,138.751,-0.0228048,0.00333632,0.453929,0.014169,-0.00131561,-1.38%,0.462917736,,
538,139.012,-0.0238994,0.00334418,0.454792,0.0141625,-0.00142517,-1.38%,0.46488115,,
539,138.201,-0.0226825,0.00333535,0.452076,0.0141559,-0.00153473,-1.38%,0.460948705,,
540,135.526,-0.0206547,0.0033204,0.443168,0.0141493,0.00146979,-1.38%,0.45000053,,
541,133.321,-0.0197665,0.00331374,0.435854,0.0141427,0.00137177,-1.38%,0.441791131,,
542,133.267,-0.0197192,0.00331339,0.435672,0.0141362,0.00127375,-1.38%,0.441565545,,
543,132.528,-0.0189262,0.00330741,0.433223,0.0141296,0.00117572,-1.38%,0.438324432,,
544,133.946,-0.0196332,0.0033127,0.437913,0.014123,0.0010777,-1.38%,0.443722914,,
545,133.612,-0.0195863,0.00331235,0.436805,0.0141164,0.000979679,-1.38%,0.442569708,,
546,131.709,-0.0188109,0.00330646,0.430508,0.0141099,0.000881657,-1.38%,0.43549054,,
547,132.074,-0.018769,0.00330615,0.431709,0.0141033,0.000783635,-1.38%,0.436656455,,
548,133.577,-0.0194577,0.0033113,0.436677,0.0146978,0.000685613,-1.38%,0.44231352,,
549,133.598,-0.0194112,0.00331096,0.436743,0.0146934,0.000587591,-1.38%,0.442337634,,
550,134.446,-0.0193646,0.00331061,0.439548,0.014689,0.000489569,-1.38%,0.445098272,,
551,135.088,-0.0201209,0.0033162,0.441671,0.0146847,0.000391546,-1.38%,0.447978826,,
552,136.188,-0.0209562,0.00332233,0.445317,0.0146803,0.000293524,-1.38%,0.452461478,,
553,135.142,-0.0200254,0.00331544,0.441842,0.0146759,0.000195502,-1.38%,0.448055192,,
554,136.094,-0.0208509,0.0033215,0.444998,0.0146715,9.74801E-05,-1.38%,0.452036221,,
555,137.074,-0.0207949,0.00332109,0.448246,0.0146671,-5.42045E-07,-1.38%,0.455235091,,
556,140.111,-0.0227937,0.00333535,0.458352,0.0146627,-9.85642E-05,-1.38%,0.467319224,,
557,141.852,-0.0239082,0.0033432,0.464164,0.0146584,-0.000196586,-1.38%,0.474239606,,
558,140.129,-0.0226727,0.00333437,0.458398,0.014654,-0.000294608,-1.38%,0.467241934,,
559,139.984,-0.0226057,0.00333388,0.457907,0.0146496,-0.000392631,-1.38%,0.466689858,,
560,139.437,-0.0225391,0.00333339,0.456076,0.0146452,-0.000490653,-1.38%,0.464797901,,
561,139.948,-0.0224724,0.0033329,0.457771,0.0146408,-0.000588675,-1.38%,0.466432689,,
562,138.636,-0.0213746,0.00332497,0.453395,0.0146364,-0.000686697,-1.38%,0.460960541,,
563,140.54,-0.0234925,0.00334003,0.459732,0.0146321,-0.000784719,-1.38%,0.469407816,,
564,142.761,-0.0246748,0.00334829,0.467147,0.0146277,-0.000882741,-1.38%,0.478005229,,
565,142.754,-0.0245959,0.00334773,0.467112,0.0146233,-0.000980763,-1.38%,0.477901848,,
566,142.031,-0.0245176,0.00334716,0.464687,0.0146189,-0.00107879,-1.38%,0.475400482,,
567,140.156,-0.022112,0.00332998,0.45842,0.0146145,-0.00117681,-1.38%,0.466716677,,
568,139.733,-0.0220465,0.00332949,0.457002,0.0146101,-0.00127483,-1.38%,0.465239626,,
569,137.201,-0.0201025,0.0033153,0.448579,0.0146058,-0.00137285,-1.38%,0.454862475,,
570,136.041,-0.0200553,0.00331519,0.444765,0.0146014,0.0268322,-1.38%,0.451001763,,
571,134.441,-0.0185108,0.00330394,0.439499,0.014597,0.0268335,-1.38%,0.444184998,,
572,133.969,-0.0184725,0.00330389,0.437967,0.0145926,0.0268347,-1.38%,0.442618839,,
573,133.104,-0.0184345,0.00330385,0.435137,0.0145882,0.026836,-1.38%,0.43975565,,
574,130.896,-0.0172375,0.00329494,0.427883,0.0145838,0.0268373,-1.38%,0.431294466,,
575,129.717,-0.0167263,0.00329123,0.424028,0.0145795,0.0268386,-1.38%,0.426928482,,
576,130.763,-0.0171816,0.00329495,0.427503,0.0145751,0.0268399,-1.38%,0.430857547,,
577,131.069,-0.0171516,0.00329496,0.428539,0.0145707,0.0268412,-1.38%,0.431867112,,
578,132.378,-0.0176622,0.00329906,0.432885,0.0145663,0.0268425,-1.38%,0.436722965,,
579,131.044,-0.0170972,0.00329498,0.428516,0.0145619,0.0268437,-1.38%,0.431787359,,
580,131.524,-0.017598,0.00329903,0.430126,0.0145575,0.026845,-1.38%,0.433901622,,
581,130.96,-0.0170404,0.00329501,0.428297,0.0145532,0.0268463,-1.38%,0.43151451,,
582,130.288,-0.0170112,0.00329502,0.426113,0.0145488,0.0268476,-1.38%,0.429301566,,
583,128.281,-0.0161307,0.00328839,0.419534,0.0145444,0.0268489,-1.38%,0.421837958,,
584,128.287,-0.0161082,0.00328845,0.419585,0.01454,0.0268502,-1.38%,0.421865385,,
585,127.814,-0.0160858,0.00328851,0.418057,0.0145356,0.0268515,-1.38%,0.420317617,,
586,126.86,-0.0157219,0.00328588,0.41495,0.0145312,0.0268527,-1.38%,0.416846737,,
587,126.06,-0.0157027,0.00328597,0.41235,0.0145268,0.026854,-1.38%,0.414229378,,
588,128.749,-0.0164124,0.00329172,0.42122,0.0145225,0.0268553,-1.38%,0.423805658,,
589,129.109,-0.0163874,0.00329176,0.422433,0.0145181,0.0268566,-1.38%,0.424995842,,
590,128.263,-0.0159821,0.00328884,0.419678,0.0145137,0.0268579,-1.38%,0.421836485,,
591,125.839,-0.0156344,0.00328631,0.411738,0.0145093,0.0268592,-1.38%,0.413545964,,
592,125.506,-0.0153326,0.00328414,0.410674,0.0145049,0.0268605,-1.38%,0.412179275,,
593,125.435,-0.0153163,0.00328425,0.410469,0.0145005,0.0268618,-1.38%,0.411959899,,
594,127.787,-0.0159073,0.00328911,0.418227,0.0144962,0.026863,-1.38%,0.4203055,,
595,127.375,-0.0158861,0.00328918,0.416905,0.0144918,0.0268643,-1.38%,0.418959303,,
596,128.076,-0.015865,0.00328926,0.419236,0.0144874,0.0268656,-1.38%,0.421275264,,
597,126.524,-0.015531,0.00328685,0.414164,0.014483,0.0268669,-1.38%,0.415865409,,
598,123.458,-0.0150173,0.00328293,0.404119,0.0144786,0.0268682,-1.38%,0.405303972,,
599,124.075,-0.0150038,0.00328306,0.406176,0.0144742,0.0268695,-1.38%,0.40734567,,
600,122.548,-0.0147955,0.00328159,0.401189,0.0144699,0.0268708,-1.38%,0.402152291,,
601,123.013,-0.0149769,0.00328307,0.402716,0.0144655,0.00117624,-1.38%,0.40386029,,
602,122.355,-0.0147718,0.0032814,0.400559,0.0144611,0.00109216,-1.38%,0.401495697,,
603,124.074,-0.0149511,0.00328285,0.406202,0.0144567,0.00100808,-1.38%,0.407316331,,
604,122.186,-0.0147504,0.00328121,0.400002,0.0144523,0.000923993,-1.38%,0.400917925,,
605,121.853,-0.0147385,0.00328112,0.398912,0.0144479,0.000839912,-1.38%,0.399814315,,
606,120.801,-0.0145713,0.00327974,0.395461,0.0144436,0.00075583,-1.38%,0.396195872,,
607,120.592,-0.0145614,0.00327966,0.394775,0.0144392,0.000671748,-1.38%,0.395500759,,
608,119.348,-0.0144231,0.0032785,0.390693,0.0144348,0.000587666,-1.38%,0.391282418,,
609,117.52,-0.0143087,0.00327752,0.384702,0.0144304,0.000503584,-1.38%,0.38517415,,
610,121.18,-0.014687,0.00328065,0.396701,0.014426,0.000419503,-1.38%,0.397549167,,
611,121.292,-0.0146758,0.00328055,0.397069,0.0144216,0.000335421,-1.38%,0.397904471,,
612,120.871,-0.0145191,0.00327925,0.395689,0.0144173,0.000251339,-1.38%,0.396366227,,
613,122.184,-0.0146551,0.00328036,0.399994,0.0144129,0.000167257,-1.38%,0.400807506,,
