tau,s_tmp,cash,delta,pv,r_for,q,PL
70,311.257,72.3074,-0.223484,2.97374,0.0149066,0.023425,-0.227452
71,309.79,78.8795,-0.244704,3.29424,0.0149302,0.0240107,-0.221771
72,313.104,64.9141,-0.200107,2.51821,0.0149537,0.0245963,-0.258661
73,314.889,58.3669,-0.179321,2.15995,0.0149772,0.0251819,-0.259113
74,313.401,64.0985,-0.197614,2.40697,0.0150008,0.0257675,-0.240923
75,314.411,57.5108,-0.176668,2.19122,0.0150243,0.0263532,-0.226649
76,312.922,63.2929,-0.195151,2.44332,0.0150479,0.0269388,-0.217412
77,314.008,56.6587,-0.17403,2.20805,0.0150714,0.0275244,-0.196078
78,314.234,56.2374,-0.172695,2.13574,0.015095,0.02811,-0.164975
79,314.381,55.81,-0.171341,2.07831,0.0151185,0.0286957,-0.134846
80,312.804,61.5607,-0.189732,2.33653,0.015142,0.0292813,-0.124811
81,312.163,67.7362,-0.209522,2.43079,0.0151656,0.0298669,-0.0997889
82,312.112,67.2877,-0.208094,2.40685,0.0151891,0.0304525,-0.0678441
83,313.349,60.1903,-0.185452,2.13611,0.0152127,0.0310382,-0.0571533
84,312.213,66.3432,-0.205168,2.31905,0.0152362,0.0316238,-0.0319169
85,309.956,72.9147,-0.226379,2.76084,0.0152598,0.0322094,-0.0135217
86,310.754,72.4409,-0.224864,2.54858,0.0152833,0.032795,0.0147563
87,310.972,64.8927,-0.200602,2.46607,0.0153068,0.0333807,0.0449923
88,309.023,78.9435,-0.246081,2.86553,0.0153304,0.0339663,0.0333982
89,310.735,70.8864,-0.220164,2.44292,0.0153539,0.0345519,0.030891
90,310.664,70.3794,-0.218544,2.42072,0.0153775,0.0351375,0.0650131
91,309.318,77.4074,-0.241276,2.67956,0.015401,0.0357232,0.0968356
92,305.374,93.3327,-0.293418,3.67853,0.0140272,0.00204237,0.051822
93,305.581,93.001,-0.292322,3.57762,0.0140206,0.00189108,0.0953438
94,305.107,92.6649,-0.29121,3.68484,0.014014,0.0017398,0.129772
95,306.029,92.3229,-0.290083,3.37425,0.0140074,0.00158851,0.17502
96,305.795,91.9761,-0.288938,3.40111,0.0140008,0.00143722,0.219116
97,307.727,82.9655,-0.259646,2.84977,0.0139942,0.00128594,0.21561
98,309.661,66.7703,-0.207337,2.36615,0.0139876,0.00113465,0.199962
99,313.526,52.5738,-0.162049,1.6222,0.013981,0.000983363,0.144862
100,315.04,46.05,-0.141336,1.37576,0.0139745,0.000832077,0.147942
101,314.593,45.6131,-0.139941,1.40891,0.0139679,0.00068079,0.179663
102,320.707,26.5863,-0.0806087,0.739688,0.0139613,0.000529503,-0.00513798
103,321.505,22.7978,-0.0688217,0.663039,0.0139547,0.000378217,0.00820693
104,320.32,25.8042,-0.0782048,0.733752,0.0139481,0.00022693,0.0199272
105,321.49,22.0605,-0.0665568,0.630773,0.0139415,7.56433e-05,0.032336
106,323.043,18.7169,-0.0562038,0.516188,0.0139349,-7.56433e-05,0.044396
107,321.622,21.3128,-0.0642729,0.588829,0.0139283,-0.00022693,0.0523686
108,324.732,15.4073,-0.0460847,0.400147,0.0139217,-0.000378217,0.0420287
109,325.535,15.0899,-0.0451077,0.353433,0.0139152,-0.000529503,0.0523102
110,322.867,17.2987,-0.0519469,0.468515,0.0139086,-0.00068079,0.0582015
111,323.658,16.953,-0.0508767,0.41308,0.013902,-0.000832077,0.0732361
112,327.175,10.007,-0.0296446,0.260932,0.0138954,-0.000983363,0.0471319
113,326.36,11.6249,-0.0346008,0.276857,0.0138888,-0.00113465,0.0557696
114,320.999,21.6418,-0.0658045,0.517119,0.0138822,-0.00128594,0.00148772
115,323.478,15.4233,-0.0465778,0.368804,0.0138756,-0.00143722,-0.0123738
116,323.867,15.0748,-0.0454996,0.339805,0.013869,-0.00158851,-0.000867614
117,324.923,12.404,-0.037278,0.285221,0.0138624,-0.0017398,0.00632377
118,326.069,10.0957,-0.0301972,0.236393,0.0138558,-0.00189108,0.0129623
119,328.843,6.64152,-0.0196918,0.156692,0.0138493,-0.00204237,0.00933644
120,326.257,9.49945,-0.0284506,0.211192,0.0138427,-0.00219366,0.00604126
121,328.922,6.17469,-0.0183413,0.140494,0.0138361,-0.00234494,0.0013565
122,331.888,3.88941,-0.0114549,0.0892675,0.0138295,0.00140582,-0.00161588
123,331.48,3.72318,-0.0109531,0.089016,0.0138229,0.00131798,0.0034451
124,332.29,3.55883,-0.0104581,0.0747448,0.0138163,0.00123014,0.0089681
125,330.804,4.20254,-0.0124036,0.0861505,0.0138097,0.0011423,0.0132293
126,328.077,6.29615,-0.0187846,0.121035,0.0138031,0.00105446,0.012319
127,327.972,6.04993,-0.0180332,0.115911,0.0137965,0.000966626,0.0196387
128,329.904,4.63207,-0.0137347,0.0816303,0.0137899,0.000878787,0.0192835
129,331.421,3.46713,-0.0102193,0.060698,0.0137834,0.000790948,0.0195462
130,330.722,3.29368,-0.00969443,0.0623177,0.0137768,0.00070311,0.0251944
131,331.976,2.47185,-0.0072185,0.0478739,0.0137702,0.000615271,0.0276081
132,331.399,2.95503,-0.00867625,0.0484883,0.0137636,0.000527432,0.0312437
133,328.88,3.6065,-0.0106568,0.0676323,0.013757,0.000439594,0.0340642
134,332.745,2.05375,-0.00598991,0.0327981,0.0137504,0.000351755,0.027843
135,329.096,3.21112,-0.00950649,0.0556164,0.0137438,0.000263916,0.0269558
136,328.697,3.03025,-0.00895585,0.055267,0.0137372,0.000176077,0.0312208
137,332.537,1.70195,-0.00496107,0.0250775,0.0137306,8.82387e-05,0.0271345
138,333.844,1.22471,-0.00353133,0.0177493,0.013724,4e-07,0.0280404
139,336.345,0.666532,-0.00187167,0.009817,0.0137175,-8.74387e-05,0.0271898
140,336.862,0.607494,-0.00169633,0.00787614,0.0137109,-0.000175277,0.0281879
141,334.377,0.94555,-0.00270727,0.0116617,0.0137043,-0.000263116,0.0286405
142,335.345,0.656255,-0.00184448,0.00844978,0.0136977,-0.000350955,0.0292671
143,338.565,0.339586,-0.000909079,0.00375912,0.0136911,-0.000438794,0.0280455
144,340.1,0.230274,-0.000587625,0.00232019,0.0136845,-0.000526632,0.0281022
145,340.028,0.205353,-0.000514309,0.00202009,0.0136779,-0.000614471,0.0284533
146,338.827,0.182712,-0.000447463,0.0022762,0.0136713,-0.00070231,0.0288229
147,339.938,0.162109,-0.000386835,0.00148597,0.0136647,-0.000790148,0.0291232
148,335.823,0.336657,-0.000906578,0.00332477,0.0136581,-0.000877987,0.0288828
149,339.938,0.12474,-0.00028314,0.00104193,0.0136516,-0.000965826,0.0274482
150,343.226,0.0549378,-7.97541e-05,0.000377797,0.013645,-0.00105366,0.0271863
151,343.252,0.0500115,-6.53961e-05,0.000302653,0.0136384,-0.0011415,0.0272615
152,343.905,0.0457849,-5.31003e-05,0.00020024,0.0136318,-0.00122934,0.0273232
153,342.662,0.0493385,-6.34704e-05,0.000221043,0.0136252,0.0313086,0.0273685
154,345.721,0.0350336,-2.20938e-05,7.45566e-05,0.0136186,0.0316445,0.0273208
155,351.679,0.028466,-3.417e-06,1.10424e-05,0.013612,0.0319804,0.0272533
156,348.676,0.0292361,-5.62273e-06,1.82775e-05,0.0136054,0.0323163,0.0272573
157,347.989,0.0287132,-4.11742e-06,1.59543e-05,0.0135988,0.0326521,0.0272644
158,349.53,0.0279538,-1.94221e-06,7.17457e-06,0.0135922,0.032988,0.0272678
159,351.326,0.0275814,-8.79287e-07,2.82786e-06,0.0135857,0.0333239,0.0272696
160,353.686,0.0273574,-2.43158e-07,9.27632e-07,0.0135791,0.0336598,0.0272704
161,350.225,0.0274911,-6.22024e-07,1.73986e-06,0.0135725,0.0339956,0.0272715
162,348.529,0.0275001,-6.45182e-07,1.8796e-06,0.0135659,0.0343315,0.0272734
163,347.458,0.0275078,-6.64477e-07,1.69218e-06,0.0135593,0.0346674,0.0272753
164,347.491,0.0274237,-4.19349e-07,1.02702e-06,0.0135527,0.0350033,0.0272769
165,347.963,0.027333,-1.56046e-07,5.17684e-07,0.0135461,0.0353391,0.0272782
166,345.006,0.0273702,-2.60725e-07,8.33873e-07,0.0135395,0.035675,0.0272794
167,344.242,0.0273726,-2.6501e-07,6.1607e-07,0.0135329,0.0360109,0.0272808
168,341.747,0.0274414,-4.63386e-07,8.92065e-07,0.0135263,0.0363467,0.0272822
169,337.363,0.0275599,-8.11459e-07,2.68934e-06,0.0135198,0.0366826,0.0272834
170,336.655,0.0275549,-7.93744e-07,1.82541e-06,0.0135132,0.0370185,0.0272859
171,334.721,0.0275441,-7.58401e-07,2.12671e-06,0.0135066,0.0373544,0.0272881
172,333.73,0.0275269,-7.04005e-07,1.51426e-06,0.0135,0.0376902,0.0272904
173,337.346,0.0273063,-4.71504e-08,1.4412e-07,0.0134934,0.0380261,0.0272903
174,338.909,0.0272946,-9.62826e-09,2.75743e-08,0.0134868,0.038362,0.0272913
175,341.486,0.0272929,-1.67601e-09,2.74066e-09,0.0134802,0.0386979,0.0272923
176,341.128,0.0272935,-4.96691e-10,8.96556e-10,0.0134736,0.0390337,0.0272933
177,339.839,0.0272944,-2.57983e-10,4.17376e-10,0.013467,0.0393696,0.0272943
178,337.359,0.0272954,-1.10249e-10,2.99286e-10,0.0134605,0.0397055,0.0272953
179,342.097,0.0272963,-1.42904e-12,3.1745e-12,0.0134539,0.0400414,0.0272963
180,344.186,0.0272973,-4.28424e-14,6.40487e-14,0.0134473,0.0403772,0.0272973
expired,344.186,0.0272973,-4.28424e-14,0,,,0.0272973
0,293.98,165.657,-0.522646,12.0093,,,0
1,296.783,159.047,-0.500353,10.5208,0.0132822,0,0.0293246
2,297.194,158.99,-0.500145,10.2842,0.0133058,0,0.0662333
3,299.43,144.577,-0.45199,9.19103,0.0133293,0,0.0470878
4,300.013,144.506,-0.451734,8.89091,0.0133528,0,0.08872
5,297.526,158.723,-0.4995,10.0212,0.0133764,0,0.0871693
6,298.908,150.584,-0.472251,9.33075,0.0133999,0,0.0931557
7,297.497,158.563,-0.499054,9.9669,0.0134235,0,0.128895
8,298.275,150.425,-0.471751,9.55753,0.013447,0,0.15601
9,302.388,130.622,-0.406244,7.69988,0.0134706,0,0.0790403
10,301.957,137.677,-0.429593,7.84749,0.0134941,0,0.111123
11,303.29,130.423,-0.405656,7.26899,0.0135176,0,0.122141
12,303.17,130.338,-0.40536,7.28349,0.0135412,0,0.161338
13,305.376,114.223,-0.352574,6.41603,0.0135647,0,0.139417
14,300.52,143.215,-0.449034,8.33289,0.0135883,0,-0.0610927
15,300.196,143.135,-0.44875,8.44101,0.0136118,0,-0.0187456
16,298.368,149.37,-0.469628,9.23982,0.0136353,0,0.00825312
17,298.657,149.292,-0.469349,9.07275,0.0136589,0,0.0453084
18,302.691,129.383,-0.403555,7.27658,0.0136824,0,-0.0462947
19,299.955,142.595,-0.447587,8.4118,0.013706,0,-0.0726674
20,299.536,142.512,-0.447291,8.56817,0.0137295,0,-0.0358109
21,302.078,129.028,-0.402636,7.43284,0.0137531,0,-0.0323683
22,305.364,112.886,-0.349758,6.13126,0.0137766,0,-0.049139
23,305.707,112.795,-0.349447,5.97501,0.0138001,0,-0.00850533
24,304.399,120.585,-0.375024,6.41659,0.0138237,0,0.0114851
25,303.842,120.495,-0.374713,6.59676,0.0138472,0,0.0447141
26,305.633,112.492,-0.348513,5.90604,0.0138708,0,0.0690089
27,306.357,112.401,-0.348202,5.62822,0.0138943,0,0.0985553
28,306.457,112.31,-0.34789,5.56315,0.0139179,0,0.133322
29,308.78,96.9469,-0.298123,4.79469,0.0139414,0,0.097757
30,310.424,89.527,-0.274209,4.3002,0.0139649,0,0.105885
31,308.593,96.721,-0.29751,4.78826,0.0139885,0,0.123412
32,308.372,96.6295,-0.297201,4.82544,0.014012,0,0.155601
33,305.072,111.614,-0.346306,5.88333,0.0140356,0,0.082153
34,305.991,111.518,-0.345979,5.5278,0.0140591,0,0.123606
35,303.748,119.289,-0.371549,6.30736,0.0140826,0,0.124623
36,307.969,96.0023,-0.29592,4.82525,0.0141062,0,0.043019
37,311.161,81.5117,-0.249338,3.89511,0.0141297,0,0.0322874
38,315.183,67.7251,-0.205587,2.95667,0.0141533,0,-0.0289884
39,315.816,61.0749,-0.184521,2.80421,0.0141768,0,-0.00398392
40,312.443,74.2368,-0.22664,3.49066,0.0142004,0,-0.0656722
41,312.439,74.186,-0.226468,3.46219,0.0142239,0,-0.0334184
42,314.734,67.5134,-0.205258,2.92768,0.0142474,0,-0.0159153
43,313.266,74.0626,-0.226155,3.21184,0.014271,0,0.0038732
44,314.719,67.5663,-0.205504,2.87353,0.0142945,0,0.0166769
45,317.305,55.9625,-0.168926,2.36422,0.0143181,0,-0.00281571
46,315.847,61.9019,-0.187724,2.59685,0.0143416,0,0.012923
47,316.08,61.6581,-0.186945,2.53145,0.0143652,0,0.0371412
48,314.811,67.1192,-0.204285,2.75724,0.0143887,0,0.0510046
49,317.748,55.6821,-0.168282,2.19967,0.0144122,0,0.0111955
50,314.879,66.5202,-0.202695,2.70073,0.0144358,0,-0.00485752
51,314.518,66.2695,-0.201889,2.74944,0.0144593,0,0.0223125
52,314.03,66.017,-0.201077,2.8301,0.0144829,0,0.0426931
53,316.455,60.0249,-0.182134,2.34244,0.0145064,0,0.0453692
54,313.008,71.5184,-0.218845,3.00052,0.0145299,0,0.0175605
55,313.636,71.2617,-0.218018,2.845,0.0145535,0,0.0384233
56,313.218,71.0028,-0.217182,2.90901,0.014577,0,0.0685369
57,312.619,70.742,-0.216339,3.01889,0.0146006,0,0.0915374
58,315.282,64.3466,-0.196045,2.45224,0.0146241,0,0.0847991
59,316.078,58.3517,-0.17707,2.28398,0.0146477,0,0.0997067
60,313.454,69.8544,-0.21376,2.76841,0.0146712,0,0.082225
61,313.13,69.5795,-0.212883,2.8111,0.0146947,0.0181544,0.108212
62,314.309,63.1216,-0.192339,2.54664,0.0147183,0.01874,0.120993
63,314.838,62.7755,-0.191242,2.42052,0.0147418,0.0193257,0.144848
64,314.037,62.4254,-0.190129,2.55023,0.0147654,0.0199113,0.167592
65,314.25,62.0702,-0.189002,2.48209,0.0147889,0.0204969,0.194362
66,310.563,81.1672,-0.250496,3.25731,0.0148125,0.0210825,0.115157
67,310.469,80.8116,-0.249355,3.24967,0.014836,0.0216682,0.145059
68,311.765,73.4817,-0.225848,2.91566,0.0148595,0.0222538,0.154241
69,312.555,66.5779,-0.203765,2.71791,0.0148831,0.0228394,0.172223
70,310.17,79.6378,-0.245875,3.22836,0.0149066,0.023425,0.146366
71,305.914,102.52,-0.320678,4.38924,0.0149302,0.0240107,0.0302231
72,309.787,78.6188,-0.243534,3.26361,0.0149537,0.0245963,-0.0883656
73,309.857,78.2554,-0.242368,3.21393,0.0149772,0.0251819,-0.0578833
74,309.801,77.8941,-0.241208,3.19651,0.0150008,0.0257675,-0.0287802
75,310.167,77.5348,-0.240057,3.07273,0.0150243,0.0263532,0.00442824
76,312.825,63.4848,-0.195151,2.46329,0.0150479,0.0269388,-0.0265766
77,314.232,56.8458,-0.17403,2.167,0.0150714,0.0275244,-0.00682912
78,315.186,56.4232,-0.172695,1.97423,0.015095,0.02811,0.0179681
79,317.397,44.9659,-0.136603,1.61122,0.0151185,0.0286957,-0.00270865
80,319.431,39.9537,-0.120917,1.32942,0.015142,0.0292813,-0.000446894
81,317.802,44.0985,-0.133964,1.50518,0.0151656,0.0298669,0.0193169
82,317.635,43.6704,-0.132622,1.49993,0.0151891,0.0304525,0.045142
83,315.617,48.3539,-0.147466,1.7587,0.0152127,0.0310382,0.0522536
84,316.26,47.9044,-0.146051,1.6342,0.0152362,0.0316238,0.0799699
85,314.552,53.1777,-0.162823,1.86415,0.0152598,0.0322094,0.0974942
86,314.754,52.7072,-0.161335,1.80267,0.0152833,0.032795,0.123677
87,316.342,46.4945,-0.141704,1.53889,0.0153068,0.0333807,0.128744
88,317.334,40.955,-0.124255,1.38042,0.0153304,0.0339663,0.144405
89,314.712,51.1813,-0.156755,1.71775,0.0153539,0.0345519,0.130878
90,314.446,50.6861,-0.155188,1.72834,0.0153775,0.0351375,0.159482
91,310.958,62.8059,-0.194172,2.3236,0.015401,0.0357232,0.102943
92,311.467,62.2881,-0.192503,2.18346,0.0140272,0.00204237,0.146291
93,309.565,68.929,-0.213949,2.55145,0.0140206,0.00189108,0.146525
94,309.625,68.5323,-0.21266,2.50525,0.014014,0.0017398,0.182249
95,309.653,68.1304,-0.211355,2.46628,0.0140074,0.00158851,0.217613
96,310.385,67.7224,-0.210033,2.27668,0.0140008,0.00143722,0.254811
97,311.069,60.2111,-0.185878,2.1102,0.0139942,0.00128594,0.279945
98,310.315,66.8722,-0.207337,2.22665,0.0139876,0.00113465,0.305718
99,308.805,74.0654,-0.230623,2.51969,0.013981,0.000983363,0.328143
100,312.9,52.1728,-0.160647,1.69293,0.0139745,0.000832077,0.213363
101,312.751,51.7311,-0.159229,1.6898,0.0139679,0.00068079,0.242284
102,314.96,45.2145,-0.138533,1.33557,0.0139613,0.000529503,0.246707
103,314.478,44.7686,-0.137109,1.3734,0.0139547,0.000378217,0.277315
104,318.215,33.9238,-0.103024,0.919381,0.0139481,0.00022693,0.22064
105,318.325,29.3549,-0.0886671,0.888224,0.0139415,7.56433e-05,0.241701
106,321.204,21.8881,-0.0654172,0.634395,0.0139349,-7.56433e-05,0.241389
107,319.551,28.4898,-0.0860741,0.741604,0.0139283,-0.00022693,0.243175
108,320.333,24.4048,-0.073318,0.661461,0.0139217,-0.000378217,0.257141
109,319.538,27.6425,-0.0834474,0.705534,0.0139152,-0.000529503,0.272311
110,317.674,31.2423,-0.0947758,0.844574,0.0139086,-0.00068079,0.289927
111,316.793,30.7964,-0.0933644,0.909596,0.013902,-0.000832077,0.309662
112,316.693,34.9904,-0.106603,0.897541,0.0138954,-0.000983363,0.332306
113,316.43,34.5143,-0.105094,0.901121,0.0138888,-0.00113465,0.358194
114,321.22,18.7931,-0.0561477,0.503733,0.0138822,-0.00128594,0.253616
115,324.835,13.3,-0.0392348,0.310908,0.0138756,-0.00143722,0.244259
116,322.875,15.3233,-0.0454996,0.384977,0.013869,-0.00158851,0.247625
117,321.55,17.6116,-0.0526141,0.438736,0.0138624,-0.0017398,0.254806
118,321.007,20.2047,-0.0606898,0.454397,0.0138558,-0.00189108,0.268515
119,321.921,16.8434,-0.0502456,0.389486,0.0138493,-0.00204237,0.278802
120,320.595,19.3642,-0.0581061,0.446158,0.0138427,-0.00219366,0.289499
121,320.246,18.9495,-0.0568086,0.450818,0.0138361,-0.00234494,0.305979
122,322.549,15.6826,-0.0466782,0.321682,0.0138295,0.00140582,0.304939
123,320.46,18.0878,-0.0541818,0.407138,0.0138229,0.00131798,0.317518
124,323.783,12.4687,-0.0368254,0.249406,0.0138163,0.00123014,0.29585
125,325.378,10.0712,-0.0294559,0.189828,0.0138097,0.0011423,0.297102
126,327.742,6.57415,-0.0187846,0.126822,0.0138031,0.00105446,0.290822
127,326.696,7.74628,-0.0223717,0.140725,0.0137965,0.000966626,0.296811
128,326.155,7.46681,-0.021514,0.144168,0.0137899,0.000878787,0.305747
129,325.821,7.18882,-0.02066,0.143858,0.0137834,0.000790948,0.313514
130,326.169,6.91172,-0.0198096,0.128135,0.0137768,0.00070311,0.322304
131,330.873,3.39481,-0.00917968,0.056657,0.0137702,0.000615271,0.300849
132,327.779,5.09396,-0.0143631,0.0867517,0.0137636,0.000527432,0.299276
133,331.173,3.04843,-0.00818594,0.0462748,0.013757,0.000439594,0.291193
134,329.318,3.67031,-0.010074,0.0578607,0.0137504,0.000351755,0.294903
135,327.478,4.38228,-0.0122477,0.0739365,0.0137438,0.000263916,0.297504
136,328.353,4.15652,-0.0115596,0.0587483,0.0137372,0.000176077,0.302132
137,331.839,1.96702,-0.00496107,0.0285537,0.0137306,8.82387e-05,0.29219
138,328.957,2.92181,-0.00786332,0.0445013,0.013724,4e-07,0.290613
139,327.32,3.47473,-0.00955222,0.0555625,0.0137175,-8.74387e-05,0.292535
140,327.513,3.26644,-0.00891584,0.0490942,0.0137109,-0.000175277,0.297288
141,324.09,6.24073,-0.0180928,0.0862167,0.0137043,-0.000263116,0.290811
142,324.787,4.64225,-0.0131705,0.0691912,0.0136977,-0.000350955,0.295472
143,332.101,1.25375,-0.0029667,0.0146207,0.0136911,-0.000438794,0.253885
144,335.138,0.757588,-0.00148608,0.00681583,0.0136845,-0.000526632,0.252729
145,340.48,0.378031,-0.000371229,0.00182472,0.0136779,-0.000614471,0.24981
146,340.078,0.403971,-0.000447463,0.0017027,0.0136713,-0.00070231,0.250096
147,340.109,0.383367,-0.000386835,0.00143081,0.0136647,-0.000790148,0.25037
148,340.367,0.331739,-0.00023511,0.00113077,0.0136581,-0.000877987,0.250585
149,339.188,0.348043,-0.00028314,0.00125251,0.0136516,-0.000965826,0.250753
150,334.593,0.481601,-0.000682266,0.00321023,0.013645,-0.00105366,0.250109
151,337.488,0.348719,-0.000288474,0.00131986,0.0136384,-0.0011415,0.250043
152,337.555,0.332946,-0.000241705,0.00106738,0.0136318,-0.00122934,0.25029
153,338.572,0.319047,-0.000200638,0.000664724,0.0136252,0.0313086,0.250452
154,338.957,0.288648,-0.000110938,0.000476666,0.0136186,0.0316445,0.250569
155,341.217,0.271007,-5.9215e-05,0.000196601,0.013612,0.0319804,0.250605
156,345.75,0.254993,-1.28749e-05,4.11013e-05,0.0136054,0.0323163,0.250501
157,341.776,0.258517,-2.31593e-05,9.63781e-05,0.0135988,0.0326521,0.250506
158,342.885,0.256532,-1.73424e-05,5.04442e-05,0.0135922,0.032988,0.250535
159,341.412,0.257435,-1.99627e-05,5.68503e-05,0.0135857,0.0333239,0.250563
160,342.841,0.253759,-9.21427e-06,2.56908e-05,0.0135791,0.0336598,0.250575
161,343.988,0.25199,-4.0434e-06,1.19927e-05,0.0135725,0.0339956,0.250587
162,344.845,0.251182,-1.67322e-06,6.1843e-06,0.0135659,0.0343315,0.250598
163,344.987,0.250993,-1.10049e-06,3.79011e-06,0.0135593,0.0346674,0.25061
164,342.823,0.251308,-1.99265e-06,4.97814e-06,0.0135527,0.0350033,0.25062
165,339.689,0.251858,-3.58401e-06,9.29252e-06,0.0135461,0.0353391,0.250632
166,342.908,0.250906,-7.80384e-07,1.78572e-06,0.0135395,0.035675,0.250637
167,341.062,0.250923,-8.02632e-07,2.00422e-06,0.0135329,0.0360109,0.250647
168,341.106,0.250817,-4.63386e-07,1.10734e-06,0.0135263,0.0363467,0.250657
169,337.153,0.251155,-1.43948e-06,2.90729e-06,0.0135198,0.0366826,0.250667
170,337.147,0.250946,-7.93744e-07,1.54702e-06,0.0135132,0.0370185,0.250677
171,336.17,0.250828,-4.13071e-07,1.16528e-06,0.0135066,0.0373544,0.250688
172,335.857,0.250825,-3.76697e-07,6.34449e-07,0.0135,0.0376902,0.250698
