tau,s_tmp,cash,delta,pv,r_for,q,PL
132,311.029,1.24242,-0.00238772,0.0128561,0.0137636,0.000527432,0.486917
133,314.604,0.868313,-0.00119843,0.00540219,0.013757,0.000439594,0.485881
134,318.823,0.621513,-0.000424226,0.00191696,0.0137504,0.000351755,0.484343
135,318.419,0.608041,-0.000381844,0.00187108,0.0137438,0.000263916,0.484584
136,316.683,0.695439,-0.000657752,0.00246161,0.0137372,0.000176077,0.484679
137,316.331,0.676295,-0.000597151,0.00235094,0.0137306,8.82387e-05,0.485046
138,317.751,0.607099,-0.000379302,0.00146018,0.013724,4e-07,0.485115
139,315.705,0.636125,-0.00047117,0.0020894,0.0137175,-8.74387e-05,0.485285
140,311.661,0.846234,-0.00114525,0.00474696,0.0137109,-0.000175277,0.484556
141,315.985,0.599674,-0.000364862,0.00144939,0.0137043,-0.000263116,0.482933
142,321.59,0.505612,-7.2303e-05,0.000292453,0.0136977,-0.000350955,0.482068
143,316.537,0.570321,-0.000276671,0.000932555,0.0136911,-0.000438794,0.481812
144,316.924,0.534709,-0.000164234,0.000713791,0.0136845,-0.000526632,0.481945
145,318.284,0.512631,-9.4806e-05,0.00041455,0.0136779,-0.000614471,0.482041
146,319.555,0.507806,-7.96449e-05,0.000240594,0.0136713,-0.00070231,0.482114
147,316.295,0.529373,-0.000147773,0.000488172,0.0136647,-0.000790148,0.482145
148,317.372,0.508802,-8.28937e-05,0.00029452,0.0136581,-0.000877987,0.4822
149,321.076,0.491663,-2.9454e-05,8.13178e-05,0.0136516,-0.000965826,0.482125
150,322.498,0.487125,-1.53237e-05,4.15016e-05,0.013645,-0.00105366,0.482141
151,322.486,0.48611,-1.21216e-05,3.22304e-05,0.0136384,-0.0011415,0.482169
152,321.437,0.48528,-9.48341e-06,3.43786e-05,0.0136318,-0.00122934,0.482198
153,323.414,0.483716,-4.59022e-06,1.34681e-05,0.0136252,0.0313086,0.482218
154,327.312,0.482492,-7.96871e-07,2.73793e-06,0.0136186,0.0316445,0.482228
155,323.753,0.483069,-2.52293e-06,6.44553e-06,0.013612,0.0319804,0.482245
156,323.847,0.482861,-1.827e-06,4.42972e-06,0.0136054,0.0323163,0.482265
157,322.725,0.482709,-1.30039e-06,4.59598e-06,0.0135988,0.0326521,0.482285
158,322.238,0.482801,-1.52856e-06,3.71511e-06,0.0135922,0.032988,0.482304
159,325.4,0.48244,-3.64134e-07,7.91879e-07,0.0135857,0.0333239,0.48232
160,327.557,0.482365,-7.98456e-08,2.23183e-07,0.0135791,0.0336598,0.482338
161,326.757,0.482385,-8.87554e-08,1.89519e-07,0.0135725,0.0339956,0.482356
162,331.132,0.482377,-9.57673e-09,2.03913e-08,0.0135659,0.0343315,0.482374
163,325.683,0.482403,-3.33341e-08,1.05252e-07,0.0135593,0.0346674,0.482392
164,325.62,0.482416,-1.95059e-08,6.21521e-08,0.0135527,0.0350033,0.48241
165,325.791,0.482431,-1.10241e-08,3.21244e-08,0.0135461,0.0353391,0.482428
166,325.858,0.482448,-5.99647e-09,1.66358e-08,0.0135395,0.035675,0.482446
167,328.741,0.482464,-8.55186e-10,2.39363e-09,0.0135329,0.0360109,0.482463
168,327.922,0.482482,-8.02457e-10,1.58284e-09,0.0135263,0.0363467,0.482481
169,331.273,0.482499,-9.51765e-11,1.59686e-10,0.0135198,0.0366826,0.482499
170,330.911,0.482517,-4.03875e-11,7.54916e-11,0.0135132,0.0370185,0.482517
171,332.128,0.482535,-7.86025e-12,1.63991e-11,0.0135066,0.0373544,0.482535
172,328.508,0.482553,-2.53229e-11,3.51172e-11,0.0135,0.0376902,0.482553
173,329.843,0.482571,-4.16248e-12,5.97533e-12,0.0134934,0.0380261,0.482571
174,329.183,0.482588,-1.27681e-12,2.38e-12,0.0134868,0.038362,0.482588
175,326.695,0.482606,-1.65441e-12,2.42365e-12,0.0134802,0.0386979,0.482606
176,329.762,0.482624,-8.02999e-14,1.08667e-13,0.0134736,0.0390337,0.482624
177,331.558,0.482642,-2.97689e-15,7.68012e-15,0.013467,0.0393696,0.482642
178,337.191,0.48266,-3.85188e-17,5.05207e-17,0.0134605,0.0397055,0.48266
179,335.194,0.482677,-8.0405e-18,1.27685e-17,0.0134539,0.0400414,0.482677
180,334.327,0.482695,-8.99843e-19,1.05514e-18,0.0134473,0.0403772,0.482695
expired,334.327,0.482695,-8.99843e-19,0,,,0.482695
0,293.98,73.8517,-0.238926,3.61234,,,0
1,291.188,84.7955,-0.2765,4.29698,0.0132822,0,-0.0149803
2,293.269,73.0874,-0.236566,3.72724,0.0133058,0,-0.0173786
3,294.375,72.7389,-0.235374,3.43337,0.0133293,0,0.017529
4,297.64,62.3889,-0.200591,2.71677,0.0133528,0,-0.0317843
5,298.64,57.5752,-0.184464,2.50319,0.0133764,0,-0.0165458
6,299.772,53.0994,-0.169527,2.27945,0.0133999,0,0.000464829
7,302.903,44.7563,-0.141977,1.76947,0.0134235,0,-0.0183268
8,303.813,40.0112,-0.126353,1.6285,0.013447,0,-0.00490425
9,304.594,39.7278,-0.125418,1.51098,0.0134706,0,0.0154257
10,304.538,39.4443,-0.124482,1.49974,0.0134941,0,0.0351879
11,303.889,39.1613,-0.123546,1.5629,0.0135176,0,0.0543017
12,304.234,38.8779,-0.122609,1.49982,0.0135412,0,0.0761511
13,301.653,46.9585,-0.149392,1.83072,0.0135647,0,0.0631813
14,301.924,46.639,-0.148328,1.77173,0.0135883,0,0.0834624
15,307.184,30.267,-0.0950254,1.13024,0.0136118,0,-0.053545
16,310.451,23.6341,-0.0736565,0.846349,0.0136353,0,-0.0790158
17,311.926,20.6418,-0.0640606,0.735566,0.0136589,0,-0.0759803
18,310.928,20.4507,-0.0634437,0.788919,0.0136824,0,-0.0645888
19,310.192,22.992,-0.0716339,0.826057,0.013706,0,-0.0542856
20,311.185,20.0623,-0.0622165,0.747532,0.0137295,0,-0.046058
21,313.182,17.3851,-0.0536656,0.618076,0.0137531,0,-0.0400538
22,313.11,17.2123,-0.0531116,0.611016,0.0137766,0,-0.0284855
23,310.627,22.1386,-0.0689689,0.748197,0.0138001,0,-0.033144
24,309.392,24.8238,-0.0776451,0.82183,0.0138237,0,-0.0207546
25,307.135,27.7288,-0.0871003,0.987501,0.0138472,0,-0.0102858
26,306.185,30.8877,-0.0974137,1.06027,0.0138708,0,0.000767647
27,305.539,30.631,-0.0965698,1.10626,0.0138943,0,0.0188754
28,307.086,27.0087,-0.0847704,0.949359,0.0139179,0,0.0275804
29,306.34,30.1101,-0.0948911,1.00178,0.0139414,0,0.0393839
30,306.273,29.8556,-0.0940562,0.993147,0.0139649,0,0.055552
31,308.024,23.269,-0.072669,0.83363,0.0139885,0,0.0515723
32,308.9,23.0529,-0.0719665,0.755459,0.014012,0,0.0669843
33,308.284,22.8375,-0.0712652,0.787708,0.0140356,0,0.079909
34,308.952,22.622,-0.0705646,0.727241,0.0140591,0,0.0936421
35,307.124,25.3408,-0.0794144,0.849405,0.0140826,0,0.101336
36,310.825,19.4772,-0.0605464,0.587388,0.0141062,0,0.0704689
37,310.612,19.2786,-0.0599046,0.588409,0.0141297,0,0.0830573
38,311.476,16.6813,-0.0515635,0.529858,0.0141533,0,0.0906428
39,310.35,18.8697,-0.0586128,0.581076,0.0141768,0,0.0981193
40,312.947,14.159,-0.0435578,0.439541,0.0142004,0,0.0881842
41,312.252,16.1155,-0.0498219,0.462431,0.0142239,0,0.0960964
42,313.822,13.838,-0.0425624,0.38579,0.0142474,0,0.095165
43,315.291,11.8021,-0.0361034,0.324157,0.014271,0,0.0948301
44,311.474,15.5144,-0.0480207,0.470054,0.0142945,0,0.0871989
45,313.324,13.3341,-0.04106,0.379468,0.0143181,0,0.0895357
46,311.62,15.093,-0.0467027,0.443829,0.0143416,0,0.0956709
47,313.282,12.9736,-0.0399356,0.36589,0.0143652,0,0.0965672
48,310.883,16.8511,-0.0524066,0.464049,0.0143887,0,0.0947494
49,309.813,16.6456,-0.0517411,0.509729,0.0144122,0,0.105808
50,310.275,16.4396,-0.0510751,0.476496,0.0144358,0,0.115792
51,309.163,18.6075,-0.0580852,0.527136,0.0144593,0,0.122584
52,311.347,13.9209,-0.04303,0.410046,0.0144829,0,0.113536
53,312.4,11.907,-0.0365819,0.359311,0.0145064,0,0.119544
54,314.055,10.1471,-0.0309764,0.293424,0.0145299,0,0.125342
55,315.41,8.6184,-0.0261285,0.246935,0.0145535,0,0.130275
56,310.665,15.1255,-0.0470732,0.409464,0.014577,0,0.0920667
57,307.047,19.7289,-0.0620637,0.592526,0.0146006,0,0.0799123
58,308.47,16.936,-0.0530071,0.499785,0.0146241,0,0.0851386
59,304.499,25.2511,-0.0803121,0.749327,0.0146477,0,0.0467688
60,305.366,21.7787,-0.0689378,0.672856,0.0146712,0,0.054608
61,305.192,21.5172,-0.0680813,0.673957,0.0146947,0.0181544,0.0653308
62,307.192,18.4261,-0.0580196,0.531342,0.0147183,0.01874,0.0715989
63,307.455,18.1542,-0.0571358,0.506471,0.0147418,0.0193257,0.0810266
64,305.461,20.6162,-0.0651965,0.617048,0.0147654,0.0199113,0.0841598
65,306.062,20.3184,-0.0642245,0.566349,0.0147889,0.0204969,0.095392
66,303.296,26.4972,-0.0845976,0.749886,0.0148125,0.0210825,0.0891595
67,302.373,26.1482,-0.0834451,0.812008,0.014836,0.0216682,0.104664
68,303.971,22.3956,-0.0711015,0.669498,0.0148595,0.0222538,0.11335
69,303.894,22.0652,-0.0700156,0.66176,0.0148831,0.0228394,0.126147
70,302.37,25.0569,-0.0799113,0.766105,0.0149066,0.023425,0.128056
71,304.641,21.3727,-0.0678194,0.584066,0.0149302,0.0240107,0.128029
72,305.752,18.161,-0.057317,0.503136,0.0149537,0.0245963,0.133116
73,305.809,17.8582,-0.0563282,0.488912,0.0149772,0.0251819,0.143583
74,308.593,12.9631,-0.0404672,0.345837,0.0150008,0.0257675,0.129333
75,308.71,12.7302,-0.0397139,0.332474,0.0150243,0.0263532,0.1376
76,312.447,7.68891,-0.0235804,0.206707,0.0150479,0.0269388,0.114552
77,311.855,8.85359,-0.0273159,0.214801,0.0150714,0.0275244,0.120183
78,311.927,8.6436,-0.0266436,0.206084,0.015095,0.02811,0.126654
79,310.15,9.94333,-0.0308352,0.24802,0.0151185,0.0286957,0.13176
80,307.595,13.3853,-0.0420263,0.329974,0.015142,0.0292813,0.128261
81,307.23,13.1013,-0.0411036,0.333811,0.0151656,0.0298669,0.139262
82,310.015,9.22538,-0.0286028,0.228759,0.0151891,0.0304525,0.129324
83,311.453,7.58409,-0.0233342,0.183854,0.0152127,0.0310382,0.132729
84,312.136,7.38093,-0.0226844,0.162505,0.0152362,0.0316238,0.137816
85,310.275,8.5338,-0.026401,0.199151,0.0152598,0.0322094,0.143065
86,311.78,6.97373,-0.0213985,0.157493,0.0152833,0.032795,0.144614
87,312.964,5.65977,-0.0172011,0.129195,0.0153068,0.0333807,0.14726
88,317.812,3.11909,-0.00920762,0.0640117,0.0153304,0.0339663,0.128788
89,315.828,3.62675,-0.0108155,0.0802198,0.0153539,0.0345519,0.130698
90,315.998,3.50058,-0.0104168,0.0746686,0.0153775,0.0351375,0.134239
91,313.746,4.95006,-0.0150372,0.0981764,0.015401,0.0357232,0.134013
92,312.544,4.78624,-0.0145126,0.111128,0.0140272,0.00204237,0.139303
93,315.57,3.14062,-0.00929726,0.0693373,0.0140206,0.00189108,0.137345
94,314.989,3.69831,-0.0110674,0.0720567,0.014014,0.0017398,0.140131
95,315.583,2.92967,-0.00863143,0.063207,0.0140074,0.00158851,0.142528
96,313.648,4.20446,-0.0126955,0.0801447,0.0140008,0.00143722,0.142398
97,314.613,3.33258,-0.00992376,0.0661449,0.0139942,0.00128594,0.144289
98,312.809,3.9272,-0.0118243,0.082786,0.0139876,0.00113465,0.145673
99,311.369,4.62389,-0.0140613,0.0979847,0.013981,0.000983363,0.147637
100,309.843,5.44031,-0.0166957,0.117667,0.0139745,0.000832077,0.149589
101,310.619,5.266,-0.0161339,0.100453,0.0139679,0.00068079,0.154039
102,309.363,6.20101,-0.0191557,0.116114,0.0139613,0.000529503,0.158835
103,307.596,7.2967,-0.0227171,0.144593,0.0139547,0.000378217,0.164432
104,307.845,7.07395,-0.0219926,0.133674,0.0139481,0.00022693,0.16998
105,308.294,5.6192,-0.017273,0.119387,0.0139415,7.56433e-05,0.174652
106,308.719,5.43041,-0.0166608,0.106416,0.0139349,-7.56433e-05,0.180495
107,312.782,2.7981,-0.00824428,0.0534538,0.0139283,-0.00022693,0.165984
108,312.825,2.68534,-0.00788347,0.0502509,0.0139217,-0.000378217,0.168936
109,310.176,3.93514,-0.0119125,0.0729585,0.0139152,-0.000529503,0.167222
110,310.408,3.78303,-0.0114219,0.0668914,0.0139086,-0.00068079,0.170681
111,312.509,2.35396,-0.00684855,0.0448366,0.013902,-0.000832077,0.168892
112,314.902,1.80457,-0.00510362,0.0280913,0.0138954,-0.000983363,0.169341
113,310.24,3.32515,-0.0100047,0.0582161,0.0138888,-0.00113465,0.163084
114,312.105,2.54917,-0.00751796,0.0401541,0.0138822,-0.00128594,0.162622
115,311.479,2.43449,-0.00714943,0.0419301,0.0138756,-0.00143722,0.165661
116,309.088,3.63201,-0.0110235,0.0598654,0.013869,-0.00158851,0.164921
117,311.66,2.20382,-0.00644045,0.0357484,0.0138624,-0.0017398,0.160843
118,313.646,1.66579,-0.00472472,0.0235798,0.0138558,-0.00189108,0.160315
119,313.16,1.58169,-0.00445595,0.0238606,0.0138493,-0.00204237,0.162401
120,314.28,1.19103,-0.00321271,0.0181408,0.0138427,-0.00219366,0.163201
121,316.131,0.897311,-0.00228344,0.0118486,0.0138361,-0.00234494,0.163595
122,313.988,1.06538,-0.00281861,0.0165238,0.0138295,0.00140582,0.163846
123,312.128,1.60411,-0.00454448,0.0217567,0.0138229,0.00131798,0.163894
124,312.932,1.19669,-0.00324237,0.0171902,0.0138163,0.00123014,0.164861
125,311.432,1.42938,-0.0039894,0.0212394,0.0138097,0.0011423,0.165717
126,312.084,1.34781,-0.00372787,0.0173446,0.0138031,0.00105446,0.167062
127,317.037,0.512019,-0.00109145,0.00594277,0.0137965,0.000966626,0.160048
128,316.771,0.484123,-0.00100332,0.00570582,0.0137899,0.000878787,0.160594
129,313.652,0.876366,-0.00225383,0.00980716,0.0137834,0.000790948,0.159639
130,313.571,0.823196,-0.00208417,0.00909169,0.0137768,0.00070311,0.160568
131,315.388,0.495717,-0.00104574,0.00565708,0.0137702,0.000615271,0.160246
132,315.862,0.467688,-0.000956944,0.00458801,0.0137636,0.000527432,0.160838
133,314.183,0.543575,-0.00119843,0.00596754,0.013757,0.000439594,0.161081
134,313.249,0.63679,-0.00149594,0.00656727,0.0137504,0.000351755,0.161621
135,315.471,0.393398,-0.000724341,0.00363944,0.0137438,0.000263916,0.16125
136,313.614,0.558858,-0.00125189,0.00494404,0.0137372,0.000176077,0.161304
137,315.246,0.424982,-0.000827148,0.00304562,0.0137306,8.82387e-05,0.161181
138,314.024,0.397752,-0.000740385,0.00356281,0.013724,4e-07,0.161691
139,311.694,0.564693,-0.00127593,0.00534361,0.0137175,-8.74387e-05,0.16165
140,309.762,0.661599,-0.0015887,0.00745947,0.0137109,-0.000175277,0.162021
141,313.186,0.392501,-0.000729392,0.0028922,0.0137043,-0.000263116,0.161174
142,313.87,0.306188,-0.000454347,0.00214689,0.0136977,-0.000350955,0.161435
143,313.234,0.341552,-0.00056721,0.00214727,0.0136911,-0.000438794,0.161736
144,314.312,0.271749,-0.000345085,0.00140434,0.0136845,-0.000526632,0.16188
145,314.91,0.256961,-0.000298092,0.00102048,0.0136779,-0.000614471,0.162068
146,314.883,0.243671,-0.000255856,0.000864256,0.0136713,-0.00070231,0.162242
147,317.168,0.194075,-9.9456e-05,0.000384201,0.0136647,-0.000790148,0.162147
148,318.315,0.179906,-5.49203e-05,0.000227924,0.0136581,-0.000877987,0.162196
149,317.902,0.184236,-6.85182e-05,0.000206599,0.0136516,-0.000965826,0.162247
150,318.637,0.17407,-3.65925e-05,0.000133082,0.013645,-0.00105366,0.162277
151,316.394,0.184619,-6.9914e-05,0.000207103,0.0136384,-0.0011415,0.162292
152,320.823,0.166991,-1.49459e-05,4.15137e-05,0.0136318,-0.00122934,0.162155
153,324.235,0.163079,-2.86136e-06,1.05712e-05,0.0136252,0.0313086,0.162141
154,323.787,0.163268,-3.42854e-06,8.87394e-06,0.0136186,0.0316445,0.162149
155,321.024,0.164314,-6.66793e-06,1.62653e-05,0.013612,0.0319804,0.162158
156,319.51,0.164761,-8.04618e-06,1.9597e-05,0.0136054,0.0323163,0.16217
157,320.424,0.163337,-3.58558e-06,9.96032e-06,0.0135988,0.0326521,0.162178
158,323.386,0.162478,-9.08492e-07,2.40922e-06,0.0135922,0.032988,0.162181
159,322.399,0.162532,-1.05874e-06,2.38349e-06,0.0135857,0.0333239,0.162188
160,327.152,0.162218,-7.98456e-08,2.64268e-07,0.0135791,0.0336598,0.162191
161,323.786,0.162286,-2.72657e-07,5.94844e-07,0.0135725,0.0339956,0.162197
162,326.564,0.162221,-5.51875e-08,1.22501e-07,0.0135659,0.0343315,0.162203
163,325.347,0.162229,-6.00272e-08,1.19673e-07,0.0135593,0.0346674,0.162209
164,327.32,0.162219,-1.06577e-08,3.07451e-08,0.0135527,0.0350033,0.162215
165,321.601,0.162244,-6.9318e-08,1.83944e-07,0.0135461,0.0353391,0.162221
166,322.153,0.16224,-3.93893e-08,7.97974e-08,0.0135395,0.035675,0.162227
167,322.304,0.16224,-2.1489e-08,4.00851e-08,0.0135329,0.0360109,0.162233
168,323.382,0.162241,-5.81181e-09,1.20415e-08,0.0135263,0.0363467,0.162239
169,320.371,0.162249,-1.08605e-08,2.30093e-08,0.0135198,0.0366826,0.162245
170,319.162,0.162255,-1.02782e-08,1.89842e-08,0.0135132,0.0370185,0.162251
171,317.962,0.16226,-9.44981e-09,1.52649e-08,0.0135066,0.0373544,0.162257
172,319.392,0.162264,-1.97616e-09,3.1283e-09,0.0135,0.0376902,0.162263
173,318.718,0.16227,-7.67321e-10,1.64309e-09,0.0134934,0.0380261,0.162269
174,316.898,0.162276,-5.79367e-10,1.48588e-09,0.0134868,0.038362,0.162275
175,316.801,0.162281,-1.8453e-10,4.88538e-10,0.0134802,0.0386979,0.162281
176,318.213,0.162287,-5.07516e-11,6.04841e-11,0.0134736,0.0390337,0.162287
177,319.583,0.162293,-5.02799e-12,6.06859e-12,0.013467,0.0393696,0.162293
178,324.127,0.162299,-2.8712e-14,7.34242e-14,0.0134605,0.0397055,0.162299
179,322.135,0.162305,-1.79375e-14,2.42573e-14,0.0134539,0.0400414,0.162305
180,316.25,0.162311,-4.01058e-14,5.15838e-14,0.0134473,0.0403772,0.162311
expired,316.25,0.162311,-4.01058e-14,0,,,0.162311
0,293.98,73.8517,-0.238926,3.61234,,,0
1,297.586,63.467,-0.20402,2.80416,0.0132822,0,-0.0507095
2,299.925,54.4204,-0.17385,2.34529,0.0133058,0,-0.0668005
3,300.142,54.0999,-0.172775,2.28617,0.0133293,0,-0.0434278
4,299.416,53.7789,-0.171697,2.38913,0.0133528,0,-0.0189567
5,302.279,45.3983,-0.143965,1.90206,0.0133764,0,-0.0213742
6,301.725,49.2666,-0.15678,1.96513,0.0133999,0,-0.00300922
7,302.793,44.786,-0.141977,1.78442,0.0134235,0,0.012082
8,303.619,40.0439,-0.126353,1.65441,0.013447,0,0.0264396
9,305.158,35.6891,-0.112077,1.44418,0.0134706,0,0.0436754
10,304.293,39.4651,-0.124482,1.52847,0.0134941,0,0.0576046
11,300.206,51.3414,-0.164038,2.09583,0.0135176,0,0.000501967
12,301.755,47.2445,-0.150454,1.83652,0.0135412,0,0.00769099
13,303.925,38.4989,-0.121673,1.52162,0.0135647,0,-0.00218054
14,303.541,38.2161,-0.120737,1.55243,0.0135883,0,0.0151459
15,303.54,37.9334,-0.119801,1.53412,0.0136118,0,0.0349947
16,302.533,41.9153,-0.132958,1.64614,0.0136353,0,0.0450027
17,300.098,49.2374,-0.157352,1.98045,0.0136589,0,0.0360217
18,300.196,48.9024,-0.15623,1.94403,0.0136824,0,0.0588976
19,298.686,52.5106,-0.168304,2.16199,0.013706,0,0.0787033
20,298.884,52.1598,-0.167123,2.107,0.0137295,0,0.102278
21,301.799,44.2337,-0.140854,1.65005,0.0137531,0,0.0741072
22,299.388,47.4915,-0.15173,1.98186,0.0137766,0,0.0836061
23,302.28,39.695,-0.125932,1.54704,0.0138001,0,0.0813523
24,303.752,35.2902,-0.111425,1.34736,0.0138237,0,0.0971803
25,305.331,31.2719,-0.0982605,1.15899,0.0138472,0,0.110881
26,300.733,42.4791,-0.135523,1.69847,0.0138708,0,0.0244529
27,301.56,42.1609,-0.134462,1.56499,0.0138943,0,0.0474128
28,301.729,41.8434,-0.133405,1.52427,0.0139179,0,0.0671045
29,302.753,37.7802,-0.119979,1.37535,0.0139414,0,0.0809
30,302.082,37.4855,-0.118998,1.44203,0.0139649,0,0.0961867
31,303.212,37.191,-0.118022,1.2883,0.0139885,0,0.116939
32,302.098,36.8991,-0.117051,1.40354,0.014012,0,0.134633
33,298.312,47.2503,-0.151746,1.9019,0.0140356,0,0.0807636
34,301.354,39.8412,-0.127154,1.45791,0.0140591,0,0.0649547
35,301.763,39.5352,-0.126134,1.38987,0.0140826,0,0.0825676
36,299.771,42.5522,-0.136194,1.62798,0.0141062,0,0.097292
37,300.941,38.9214,-0.124124,1.4554,0.0141297,0,0.112089
38,304.262,31.2316,-0.098845,1.06021,0.0141533,0,0.0966349
39,305.837,27.5001,-0.0866401,0.900641,0.0141768,0,0.101751
40,305.676,27.249,-0.0858149,0.900038,0.0142004,0,0.117338
41,306.863,23.8675,-0.0747921,0.790601,0.0142239,0,0.126014
42,307.722,23.623,-0.0739945,0.714554,0.0142474,0,0.138711
43,307.505,23.374,-0.0731819,0.716876,0.014271,0,0.153356
44,305.401,26.2029,-0.0824417,0.867323,0.0142945,0,0.157823
45,308.347,20.0557,-0.0625023,0.635507,0.0143181,0,0.14778
46,309.086,19.8023,-0.0616798,0.578463,0.0143416,0,0.159436
47,306.491,22.3086,-0.0698546,0.741294,0.0143652,0,0.157416
48,304.169,28.4759,-0.0901279,0.91886,0.0143887,0,0.142981
49,305.244,24.8337,-0.0781922,0.814648,0.0144122,0,0.151383
50,305.744,24.5822,-0.0773662,0.761057,0.0144358,0,0.166851
51,307.957,18.6454,-0.0580852,0.598162,0.0144593,0,0.159536
52,306.155,24.0404,-0.0757045,0.708421,0.0144829,0,0.154711
53,304.426,27.0938,-0.0857314,0.831017,0.0145064,0,0.163944
54,308.297,17.9022,-0.0559138,0.547731,0.0145299,0,0.116399
55,306.545,20.2706,-0.0636375,0.647692,0.0145535,0,0.115116
56,304.739,26.1844,-0.0830411,0.768438,0.014577,0,0.110149
57,305.725,22.6557,-0.0714957,0.680577,0.0146006,0,0.117148
58,306.3,22.3962,-0.0706453,0.631166,0.0146241,0,0.12632
59,307.529,19.2723,-0.0604842,0.543361,0.0146477,0,0.128242
60,307.355,19.0298,-0.0596928,0.543096,0.0146712,0,0.139782
61,310.797,14.0726,-0.0437436,0.365509,0.0146947,0.0181544,0.111749
62,310.989,11.944,-0.0368991,0.349848,0.0147183,0.01874,0.118913
63,312.632,10.0965,-0.0309901,0.2835,0.0147418,0.0193257,0.124477
64,313.002,9.91156,-0.0303997,0.264663,0.0147654,0.0199113,0.131739
65,310.31,13.1455,-0.0408216,0.352058,0.0147889,0.0204969,0.126043
66,312.019,11.1017,-0.0342722,0.282942,0.0148125,0.0210825,0.125199
67,312.951,9.34023,-0.0286441,0.247223,0.014836,0.0216682,0.128787
68,310.791,12.449,-0.0386473,0.31092,0.0148595,0.0222538,0.126817
69,311.846,10.4792,-0.0323317,0.267721,0.0148831,0.0228394,0.128986
70,312.072,10.2798,-0.0316934,0.254399,0.0149066,0.023425,0.134783
71,310.938,10.0827,-0.0310602,0.283657,0.0149302,0.0240107,0.141225
72,310.56,11.5574,-0.0358095,0.288931,0.0149537,0.0245963,0.147453
73,309.126,13.2333,-0.0412319,0.333706,0.0149772,0.0251819,0.153754
74,310.386,11.1231,-0.0344342,0.279854,0.0150008,0.0257675,0.15529
75,309.39,12.7562,-0.0397139,0.307653,0.0150243,0.0263532,0.161489
76,309.77,10.7044,-0.0330916,0.286127,0.0150479,0.0269388,0.167515
77,310.81,10.4696,-0.0323372,0.244674,0.0150714,0.0275244,0.174213
78,309.101,12.0022,-0.0372964,0.291999,0.015095,0.02811,0.181835
79,304.993,18.6007,-0.0589327,0.46408,0.0151185,0.0286957,0.162572
80,304.532,18.261,-0.0578193,0.476031,0.015142,0.0292813,0.177099
81,303.491,20.8112,-0.0662246,0.524394,0.0151656,0.0298669,0.18827
82,304.752,17.5686,-0.0555871,0.438922,0.0151891,0.0304525,0.189377
83,303.798,17.2282,-0.0544688,0.478351,0.0152127,0.0310382,0.202286
84,302.461,19.6755,-0.0625625,0.545324,0.0152362,0.0316238,0.207433
85,303.471,19.3025,-0.0613364,0.470119,0.0152598,0.0322094,0.218623
86,300.069,24.3022,-0.0780008,0.681464,0.0152833,0.032795,0.215081
87,297.86,26.862,-0.0865987,0.84686,0.0153068,0.0333807,0.220866
88,295.909,33.4409,-0.108836,1.01419,0.0153304,0.0339663,0.221212
89,293.185,41.5536,-0.136512,1.30573,0.0153539,0.0345519,0.224533
90,294.629,36.4827,-0.119308,1.10393,0.0153775,0.0351375,0.227149
91,294.052,35.9573,-0.117528,1.14169,0.015401,0.0357232,0.256314
92,294.137,35.4304,-0.115732,1.10572,0.0140272,0.00204237,0.283479
93,294.477,34.972,-0.114172,1.04592,0.0140206,0.00189108,0.305143
94,291.383,43.8022,-0.144472,1.40444,0.014014,0.0017398,0.301063
95,292.101,38.4252,-0.126059,1.28047,0.0140074,0.00158851,0.322763
96,290.688,42.7896,-0.141068,1.44716,0.0140008,0.00143722,0.33554
97,290.159,47.6312,-0.157749,1.49665,0.0139942,0.00128594,0.362098
98,291.856,36.9229,-0.121053,1.23306,0.0139876,0.00113465,0.359807
99,292.577,36.4286,-0.119359,1.11584,0.013981,0.000983363,0.391069
100,295.695,27.7172,-0.0898939,0.774685,0.0139745,0.000832077,0.361295
101,293.783,31.0747,-0.101319,0.934934,0.0139679,0.00068079,0.373933
102,295.405,26.7793,-0.0867746,0.758799,0.0139613,0.000529503,0.386946
103,293.949,30.0819,-0.0980063,0.871782,0.0139547,0.000378217,0.401242
104,293.723,29.5923,-0.0963354,0.872723,0.0139481,0.00022693,0.423606
105,292.851,33.2813,-0.108929,0.938478,0.0139415,7.56433e-05,0.442972
106,293.475,28.5978,-0.0929655,0.852329,0.0139349,-7.56433e-05,0.462431
107,293.286,28.1007,-0.0912668,0.848125,0.0139283,-0.00022693,0.48536
108,292.584,31.6939,-0.103544,0.892646,0.0139217,-0.000378217,0.505983
109,293.553,27.0861,-0.0878431,0.777168,0.0139152,-0.000529503,0.522322
110,295.504,23.0081,-0.0740393,0.594773,0.0139086,-0.00068079,0.534481
111,293.953,26.0505,-0.0843858,0.696864,0.013902,-0.000832077,0.548152
112,295.304,22.0401,-0.0708019,0.572344,0.0138954,-0.000983363,0.559695
113,297.141,18.5392,-0.059017,0.437184,0.0138888,-0.00113465,0.565671
114,298.622,15.5179,-0.0488967,0.345262,0.0138822,-0.00128594,0.570998
115,300.249,12.9374,-0.0403,0.263665,0.0138756,-0.00143722,0.573659
116,298.704,14.6873,-0.0461567,0.315616,0.013869,-0.00158851,0.584537
117,296.375,16.7211,-0.0530168,0.418515,0.0138624,-0.0017398,0.589728
118,294.234,22.3246,-0.0720588,0.534822,0.0138558,-0.00189108,0.587645
119,298.247,13.3833,-0.0420759,0.296902,0.0138493,-0.00204237,0.537389
