PX, uold1
192.557,0.666108
194.027,0.673407
195.497,0.680685
196.967,0.687942
198.436,0.695174
199.906,0.70238
201.376,0.709553
202.846,0.716691
204.316,0.723791
205.786,0.730852
207.256,0.737871
208.726,0.744848
210.196,0.75178
211.666,0.758666
213.135,0.765504
214.605,0.772294
216.075,0.779022
217.545,0.785688
219.015,0.792291
220.485,0.798828
221.955,0.8053
223.425,0.811705
224.895,0.818043
226.365,0.824312
227.834,0.830512
229.304,0.836643
230.774,0.842686
232.244,0.848642
233.714,0.85451
235.184,0.860291
236.654,0.865983
238.124,0.871587
239.594,0.877104
241.064,0.882533
242.533,0.887875
244.003,0.893131
245.473,0.898281
246.943,0.903326
248.413,0.908266
249.883,0.913103
251.353,0.917839
252.823,0.922473
254.293,0.927009
255.763,0.931447
257.232,0.935788
258.702,0.940035
260.172,0.944163
261.642,0.948175
263.112,0.952074
264.582,0.955861
266.052,0.959539
267.522,0.963111
268.992,0.966579
270.462,0.969946
271.931,0.973215
273.401,0.976388
274.871,0.979438
276.341,0.982368
277.811,0.985183
279.281,0.987885
280.751,0.99048
282.221,0.99297
283.691,0.99536
285.161,0.997653
286.63,0.999853
288.1,1.00196
289.57,1.00396
291.04,1.00585
292.51,1.00763
293.98,1.00931
295.45,1.0109
296.92,1.0124
298.39,1.01381
299.86,1.01514
301.329,1.01639
302.799,1.01757
304.269,1.01867
305.739,1.01969
307.209,1.02064
308.679,1.02152
310.149,1.02234
311.619,1.0231
313.089,1.0238
314.559,1.02445
316.028,1.02504
317.498,1.02559
318.968,1.0261
320.438,1.02656
321.908,1.02699
323.378,1.02738
324.848,1.02774
326.318,1.02806
327.788,1.02836
329.258,1.02863
330.727,1.02887
332.197,1.02909
333.667,1.02929
335.137,1.02948
336.607,1.02964
338.077,1.02979
339.547,1.02993
341.017,1.03005
342.487,1.03016
343.957,1.03026
345.426,1.03035
346.896,1.03043
348.366,1.0305
349.836,1.03057
351.306,1.03063
352.776,1.03068
354.246,1.03073
355.716,1.03077
357.186,1.03081
358.656,1.03085
360.125,1.03088
361.595,1.0309
363.065,1.03093
364.535,1.03095
366.005,1.03097
367.475,1.03099
368.945,1.03101
370.415,1.03102
371.885,1.03103
373.355,1.03105
374.824,1.03106
376.294,1.03107
377.764,1.03107
379.234,1.03108
380.704,1.03109
382.174,1.0311
383.644,1.0311
385.114,1.03111
386.584,1.03111
388.054,1.03111
389.523,1.03112
390.993,1.03112
392.463,1.03112
393.933,1.03113
395.403,1.03113
396.873,1.03113
398.343,1.03113
399.813,1.03114
401.283,1.03114
402.753,1.03114
404.222,1.03114
405.692,1.03114
407.162,1.03114
408.632,1.03114
410.102,1.03114
411.572,1.03114
413.042,1.03114
414.512,1.03115
415.982,1.03115
417.452,1.03115
418.921,1.03115
420.391,1.03115
421.861,1.03115
423.331,1.03115
424.801,1.03115
426.271,1.03115
427.741,1.03115
429.211,1.03115
430.681,1.03115
432.151,1.03115
433.62,1.03115
435.09,1.03115
436.56,1.03115
438.03,1.03115
439.5,1.03115
440.97,1.03115
442.44,1.03115
443.91,1.03115
445.38,1.03115
446.85,1.03115
448.319,1.03115
449.789,1.03115
451.259,1.03115
452.729,1.03115
454.199,1.03115
455.669,1.03115
457.139,1.03115
458.609,1.03115
460.079,1.03115
461.549,1.03115
463.018,1.03115
464.488,1.03115
465.958,1.03115
467.428,1.03115
468.898,1.03115
470.368,1.03115
471.838,1.03115
473.308,1.03115
474.778,1.03115
476.248,1.03115
477.717,1.03115
479.187,1.03115
480.657,1.03115
482.127,1.03115
483.597,1.03115
485.067,1.03115
486.537,1.03115
488.007,1.03115
489.477,1.03115
490.947,1.03115
492.416,1.03115
493.886,1.03115
495.356,1.03115
496.826,1.03115
498.296,1.03115
499.766,1.03115
501.236,1.03115
502.706,1.03115
504.176,1.03115
505.646,1.03115
507.115,1.03115
508.585,1.03115
510.055,1.03115
511.525,1.03115
512.995,1.03115
514.465,1.03115
515.935,1.03115
517.405,1.03115
518.875,1.03115
520.345,1.03115
521.814,1.03115
523.284,1.03115
524.754,1.03115
526.224,1.03115
527.694,1.03115
529.164,1.03115
530.634,1.03115
532.104,1.03115
533.574,1.03115
535.044,1.03115
536.513,1.03115
537.983,1.03115
539.453,1.03115
540.923,1.03115
542.393,1.03115
543.863,1.03115
545.333,1.03115
546.803,1.03115
548.273,1.03115
549.743,1.03115
551.213,1.03115
552.682,1.03115
554.152,1.03115
555.622,1.03115
557.092,1.03115
558.562,1.03115
560.032,1.03115
561.502,1.03115
562.972,1.03115
564.442,1.03115
565.912,1.03115
567.381,1.03115
568.851,1.03115
570.321,1.03115
571.791,1.03115
573.261,1.03115
574.731,1.03115
576.201,1.03115
577.671,1.03115
579.141,1.03115
580.611,1.03115
582.08,1.03115
583.55,1.03115
585.02,1.03115
586.49,1.03115
587.96,1.03115
