PX, vold2
156.04,0.507239
157.527,0.512534
159.013,0.517857
160.499,0.523208
161.985,0.528588
163.471,0.533998
164.957,0.539438
166.443,0.544909
167.929,0.550409
169.415,0.555941
170.901,0.561504
172.388,0.567098
173.874,0.572723
175.36,0.578379
176.846,0.584067
178.332,0.589786
179.818,0.595536
181.304,0.601317
182.79,0.607129
184.276,0.612972
185.762,0.618844
187.249,0.624746
188.735,0.630681
190.221,0.636649
191.707,0.642648
193.193,0.648677
194.679,0.654738
196.165,0.660827
197.651,0.666946
199.137,0.673092
200.623,0.679265
202.11,0.685465
203.596,0.691692
205.082,0.697946
206.568,0.704225
208.054,0.710529
209.54,0.716855
211.026,0.723202
212.512,0.72957
213.998,0.735955
215.484,0.742357
216.971,0.748773
218.457,0.755205
219.943,0.76165
221.429,0.768106
222.915,0.774571
224.401,0.781041
225.887,0.787516
227.373,0.793991
228.859,0.800465
230.345,0.806935
231.832,0.813398
233.318,0.81985
234.804,0.826288
236.29,0.832709
237.776,0.839109
239.262,0.845485
240.748,0.851833
242.234,0.858151
243.72,0.864434
245.206,0.870679
246.693,0.876884
248.179,0.883035
249.665,0.889131
251.151,0.895166
252.637,0.901136
254.123,0.907039
255.609,0.91287
257.095,0.918626
258.581,0.924304
260.067,0.929899
261.554,0.93541
263.04,0.940817
264.526,0.946116
266.012,0.951306
267.498,0.956383
268.984,0.961345
270.47,0.96619
271.956,0.970916
273.442,0.975522
274.928,0.980006
276.415,0.984368
277.901,0.988587
279.387,0.992661
280.873,0.996591
282.359,1.00038
283.845,1.00402
285.331,1.00753
286.817,1.01089
288.303,1.01412
289.789,1.01722
291.276,1.02018
292.762,1.02299
294.248,1.02567
295.734,1.0282
297.22,1.03059
298.706,1.03286
300.192,1.035
301.678,1.03701
303.164,1.03891
304.65,1.0407
306.137,1.04238
307.623,1.04395
309.109,1.04541
310.595,1.04676
312.081,1.04802
313.567,1.04918
315.053,1.05026
316.539,1.05125
318.025,1.05217
319.512,1.05302
320.998,1.0538
322.484,1.05451
323.97,1.05515
325.456,1.05575
326.942,1.05629
328.428,1.05678
329.914,1.05722
331.4,1.05763
332.886,1.05799
334.373,1.05832
335.859,1.05862
337.345,1.05889
338.831,1.05913
340.317,1.05935
341.803,1.05955
343.289,1.05972
344.775,1.05988
346.261,1.06002
347.747,1.06014
349.234,1.06025
350.72,1.06035
352.206,1.06044
353.692,1.06052
355.178,1.06059
356.664,1.06065
358.15,1.0607
359.636,1.06075
361.122,1.06079
362.608,1.06083
364.095,1.06087
365.581,1.06089
367.067,1.06092
368.553,1.06094
370.039,1.06096
371.525,1.06098
373.011,1.061
374.497,1.06101
375.983,1.06102
377.469,1.06103
378.956,1.06104
380.442,1.06105
381.928,1.06106
383.414,1.06106
384.9,1.06107
386.386,1.06108
387.872,1.06108
389.358,1.06108
390.844,1.06109
392.33,1.06109
393.817,1.06109
395.303,1.06109
396.789,1.0611
398.275,1.0611
399.761,1.0611
401.247,1.0611
402.733,1.0611
404.219,1.0611
405.705,1.0611
407.191,1.0611
408.678,1.0611
410.164,1.0611
411.65,1.06111
413.136,1.06111
414.622,1.06111
416.108,1.06111
417.594,1.06111
419.08,1.06111
420.566,1.06111
422.052,1.06111
423.539,1.06111
425.025,1.06111
426.511,1.06111
427.997,1.06111
429.483,1.06111
430.969,1.06111
432.455,1.06111
433.941,1.06111
435.427,1.06111
436.913,1.06111
438.4,1.06111
439.886,1.06111
441.372,1.06111
442.858,1.06111
444.344,1.06111
445.83,1.06111
447.316,1.06111
448.802,1.06111
450.288,1.06111
451.774,1.06111
453.261,1.06111
454.747,1.06111
456.233,1.06111
457.719,1.06111
459.205,1.06111
460.691,1.06111
462.177,1.06111
463.663,1.06111
465.149,1.06111
466.635,1.06111
468.122,1.06111
469.608,1.06111
471.094,1.06111
472.58,1.06111
474.066,1.06111
475.552,1.06111
477.038,1.06111
478.524,1.06111
480.01,1.06111
481.496,1.06111
482.983,1.06111
484.469,1.06111
485.955,1.06111
487.441,1.06111
488.927,1.06111
490.413,1.06111
491.899,1.06111
493.385,1.06111
494.871,1.06111
496.357,1.06111
497.844,1.06111
499.33,1.06111
500.816,1.06111
502.302,1.06111
503.788,1.06111
505.274,1.06111
506.76,1.06111
508.246,1.06111
509.732,1.06111
511.218,1.06111
512.705,1.06111
514.191,1.06111
515.677,1.06111
517.163,1.06111
518.649,1.06111
520.135,1.06111
521.621,1.06111
523.107,1.06111
524.593,1.06111
526.079,1.06111
527.566,1.06111
529.052,1.06111
530.538,1.06111
532.024,1.06111
533.51,1.06111
534.996,1.06111
536.482,1.06111
537.968,1.06111
539.454,1.06111
540.94,1.06111
542.427,1.06111
543.913,1.06111
545.399,1.06111
546.885,1.06111
548.371,1.06111
549.857,1.06111
551.343,1.06111
552.829,1.06111
554.315,1.06111
555.801,1.06111
557.288,1.06111
558.774,1.06111
560.26,1.06111
561.746,1.06111
563.232,1.06111
564.718,1.06111
566.204,1.06111
567.69,1.06111
569.176,1.06111
570.662,1.06111
572.149,1.06111
573.635,1.06111
575.121,1.06111
576.607,1.06111
578.093,1.06111
579.579,1.06111
581.065,1.06111
582.551,1.06111
584.037,1.06111
585.523,1.06111
587.01,1.06111
588.496,1.06111
589.982,1.06111
591.468,1.06111
592.954,1.06111
594.44,1.06111
